% function evaluation | noise-free fitness - Fopt (7.627000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
56120 +1.#INF00000e+000 +4.697090503e+002 +1.#INF00000e+000 +3.909890503e+002 -1.7590e+029 -2.2142e+029 -2.2666e+029 -1.6814e+031 +1.3225e+029 -9.6526e+028 -1.2730e+029 -1.4647e+029 -3.1262e+029 +4.1201e+027
% function evaluation | noise-free fitness - Fopt (-6.949000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.345784060e+007 +3.345784060e+007 +3.345777111e+007 +3.345777111e+007 -8.7991e+000 -3.4320e+000 +3.6039e+000 +4.9532e+000 -3.0773e+000 +6.0745e+000 -2.8396e+000 -4.0573e+000 +1.0886e+000 -2.8764e+000
2 +2.218630459e+006 +2.218630459e+006 +2.218560969e+006 +2.218560969e+006 -2.8777e+000 -4.1229e+000 +4.0189e+000 -1.7370e+000 -3.1838e+000 -3.9279e+000 -1.4303e+000 -1.3239e+000 +6.7376e-001 +6.5271e+000
3 +1.778022594e+005 +1.778022594e+005 +1.777327694e+005 +1.777327694e+005 -2.3323e+000 +2.8307e+000 +4.9962e+000 +4.4226e+000 -2.3197e+000 +2.1783e+000 -1.7012e+000 +2.5311e+000 +1.1247e+000 -1.1845e+001
8 +7.241474834e+004 +7.241474834e+004 +7.234525834e+004 +7.234525834e+004 -6.7245e+000 +2.1721e+000 +2.1595e+000 +3.5111e+000 -8.5228e+000 +3.1065e+000 -4.3168e-001 -4.4270e+000 +4.9125e-001 +3.4301e+000
37 +5.762288134e+004 +5.762288134e+004 +5.755339134e+004 +5.755339134e+004 -3.6445e+000 +4.1968e-001 +5.0421e+000 +3.5460e+000 -1.9010e+000 +2.9255e+000 -2.8583e+000 -6.7737e+000 +8.8569e+000 +2.0733e+000
40 +4.676323153e+003 +4.676323153e+003 +4.606833153e+003 +4.606833153e+003 -2.4147e+000 +2.4918e+000 +3.7575e+000 -1.9322e+000 -4.7302e+000 +5.1994e+000 -1.5935e+000 -5.8866e+000 -5.0621e-001 +4.3588e-001
52 +1.446847090e+003 +1.446847090e+003 +1.377357090e+003 +1.377357090e+003 +9.1097e+000 -1.8666e-001 +1.5851e+000 -6.3945e-001 -6.4274e+000 +2.6849e+000 -2.0413e+000 +2.7656e+000 -1.9832e+000 -5.4774e-001
172 +1.254162709e+003 +1.254162709e+003 +1.184672709e+003 +1.184672709e+003 -7.2576e+000 +5.9255e-002 +1.0444e+000 +1.7572e+000 -1.0277e+001 +4.3765e+000 -3.7378e+000 -1.8329e+000 +1.5643e-001 +7.4656e+000
250 +7.063234801e+002 +7.063234801e+002 +6.368334801e+002 +6.368334801e+002 -1.0178e+001 +1.0710e+000 +2.8213e+000 +5.3707e+000 -1.2469e+001 +7.1085e+000 -8.0508e-001 +8.6052e-001 -5.7492e+000 +5.1269e+000
58430 +1.#INF00000e+000 +7.063234801e+002 +1.#INF00000e+000 +6.368334801e+002 +1.1755e+031 +1.2643e+029 -1.5986e+029 -6.1922e+028 +2.3996e+028 +1.1045e+030 -3.5289e+029 +2.4723e+029 +3.5374e+028 -2.7860e+028
% function evaluation | noise-free fitness - Fopt (-2.718000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.374545030e+006 +5.374545030e+006 +5.374517850e+006 +5.374517850e+006 -5.8850e+000 -1.1411e-001 -4.0562e+000 -3.6039e+000 -3.7989e+000 -5.4023e+000 -3.9775e+000 +1.3648e-001 +6.1556e-001 -1.9418e+000
3 +2.361840905e+005 +2.361840905e+005 +2.361569105e+005 +2.361569105e+005 -8.0746e-001 +2.2744e+000 -2.7512e+000 -2.6242e-001 -4.5663e+000 -1.3514e+001 -8.0665e-001 -4.2404e+000 -9.7269e-001 -2.3337e+000
16 +1.767985751e+005 +1.767985751e+005 +1.767713951e+005 +1.767713951e+005 -2.7658e+000 -6.8072e-001 +2.7468e+000 +3.4136e+000 -5.2754e+000 -7.5836e+000 -1.9523e-001 -2.4051e+000 -8.4702e-001 -6.3980e+000
19 +3.960427408e+003 +3.960427408e+003 +3.933247408e+003 +3.933247408e+003 -7.8761e+000 -3.5884e+000 -2.5745e+000 +1.3206e+000 -5.2729e+000 -6.7337e+000 -7.9827e+000 +6.5835e+000 -1.1592e+000 +1.8901e+000
61 +7.198793077e+002 +7.198793077e+002 +6.926993077e+002 +6.926993077e+002 -3.6280e+000 -7.5748e-001 -2.6497e+000 +2.5279e+000 -3.0809e+000 -4.8303e+000 -1.1280e+001 +1.7052e+000 +1.1203e+000 -2.3164e+000
58967 +1.#INF00000e+000 +7.198793077e+002 +1.#INF00000e+000 +6.926993077e+002 +5.2171e+029 +1.3325e+029 -1.6969e+028 +2.8618e+029 +2.8491e+029 +8.6825e+028 -6.9553e+028 -4.5802e+029 -1.8451e+028 +1.2244e+031
% function evaluation | noise-free fitness - Fopt (-6.968800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.645688831e+006 +4.645688831e+006 +4.644991951e+006 +4.644991951e+006 -4.0170e-001 +5.5613e+000 +8.3719e+000 -5.8762e+000 +1.2717e+000 +3.2073e+000 -5.9989e+000 +2.5190e+000 -2.0621e+000 +9.5519e+000
6 +5.459656026e+003 +5.459656026e+003 +4.762776026e+003 +4.762776026e+003 -2.1767e+000 -8.1507e+000 +3.0775e+000 -3.3036e+000 +1.3136e+000 +1.3992e+000 -4.3003e+000 +1.8003e+000 -4.8832e+000 -1.2323e+000
10 +2.894315178e+003 +2.894315178e+003 +2.197435178e+003 +2.197435178e+003 -2.6641e+000 -2.1861e+000 +7.5035e+000 -1.0147e+001 -2.4210e+000 -2.0982e-001 -4.1472e+000 +8.8382e-001 -3.3752e+000 +2.4917e+000
120 +1.509027953e+003 +1.509027953e+003 +8.121479533e+002 +8.121479533e+002 -6.0062e+000 -3.3544e+000 -1.0085e+001 -6.0762e+000 -2.9048e+000 -2.6598e+000 -7.4202e+000 +3.2262e+000 +2.2293e+000 -6.5903e-001
479 +3.237333288e+002 +3.237333288e+002 -3.731466712e+002 -3.731466712e+002 -5.3237e+000 +3.4027e+000 +6.0295e-001 -4.9305e+000 -1.0006e+000 +4.4528e+000 -5.2373e+000 +9.7441e+000 +1.3157e+000 -1.5912e+000
54401 +1.#INF00000e+000 +3.237333288e+002 +1.#INF00000e+000 -3.731466712e+002 -1.4649e+029 -1.4536e+028 +1.5901e+029 +6.0146e+029 -1.9740e+029 -8.6139e+028 +1.3226e+029 -4.0703e+029 -1.8110e+028 +1.3525e+031
% function evaluation | noise-free fitness - Fopt (-4.895300000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.592007405e+006 +8.592007405e+006 +8.591517875e+006 +8.591517875e+006 -1.4146e+000 +3.4520e+000 +1.4072e+000 -4.5455e+000 -2.1405e+000 -4.9232e-002 -3.1000e+000 -6.8809e-001 -4.5699e-001 +2.9154e-001
3 +5.932416093e+006 +5.932416093e+006 +5.931926563e+006 +5.931926563e+006 -5.4279e+000 +6.7638e+000 +3.0354e+000 -1.6851e+000 -2.0139e+000 -2.4290e+000 +3.6840e-001 +2.8713e+000 -1.4287e+000 -1.4744e+000
10 +2.824052117e+006 +2.824052117e+006 +2.823562587e+006 +2.823562587e+006 -4.3302e+000 +3.9319e+000 +1.0078e+001 -2.9538e+000 -7.8154e-001 -5.2676e+000 -4.0519e+000 +1.3224e-001 -1.4492e+000 -2.6005e+000
15 +4.686907027e+005 +4.686907027e+005 +4.682011727e+005 +4.682011727e+005 -6.4340e+000 +3.3764e+000 +9.4281e-001 +2.0274e-001 -2.1030e+000 +4.6392e-001 -3.7581e+000 +1.2215e+000 +4.8772e-001 -6.9724e+000
18 +1.337504388e+005 +1.337504388e+005 +1.332609088e+005 +1.332609088e+005 +7.4341e-001 +6.9477e+000 -7.6338e-001 -5.3115e+000 -2.0789e+000 -8.8368e+000 -3.1884e+000 -1.0012e+000 -7.9627e-002 -1.1687e+000
46 +1.895846960e+004 +1.895846960e+004 +1.846893960e+004 +1.846893960e+004 -5.0049e+000 -1.5633e+001 +3.7039e+000 -2.8126e+000 -2.3366e+000 +2.8741e-001 -1.5780e+000 -8.7034e-001 +2.2999e+000 +7.8812e-001
104 +7.305322400e+003 +7.305322400e+003 +6.815792400e+003 +6.815792400e+003 -4.9308e+000 -5.0759e+000 +2.7501e+000 -3.1166e+000 -1.1288e+000 +2.6010e+000 -7.5815e+000 +1.6591e+000 +3.3239e+000 -3.0184e+000
108 +7.074075276e+003 +7.074075276e+003 +6.584545276e+003 +6.584545276e+003 +5.5520e+000 +4.2793e+000 -1.0691e+000 -1.4418e+000 -5.0531e+000 -6.4716e+000 -6.2880e+000 -5.2005e-001 -8.2537e-001 -1.0298e+000
219 +3.811275306e+003 +3.811275306e+003 +3.321745306e+003 +3.321745306e+003 +8.0364e-001 +2.0275e+000 +3.6935e+000 -5.1846e+000 -1.0868e+000 +7.8845e-002 -5.7479e+000 +8.4511e-002 +5.7244e-001 -2.0478e+000
299 +3.249712837e+003 +3.249712837e+003 +2.760182837e+003 +2.760182837e+003 +3.0933e-001 +1.8646e+001 +1.2859e+000 -2.3950e+000 +3.1069e+000 +4.3657e+000 +9.6459e+000 +9.9729e-001 +4.5037e+000 -2.1521e+000
301 +2.312724875e+003 +2.312724875e+003 +1.823194875e+003 +1.823194875e+003 -2.6847e+000 +4.5172e+000 +7.4369e+000 -8.5254e+000 +7.6485e-001 +5.7978e+000 -5.3163e+000 -2.2723e+000 +2.2381e+000 -7.2549e+000
557 +5.564805609e+002 +5.564805609e+002 +6.695056090e+001 +6.695056090e+001 +1.0897e+000 -5.8182e+000 -2.0361e+000 -5.1278e+000 -3.1942e+000 +9.7751e-001 +2.0881e+000 -3.9445e+000 +1.4063e+001 +6.3523e+000
60811 +1.#INF00000e+000 +5.564805609e+002 +1.#INF00000e+000 +6.695056090e+001 +3.4387e+029 -1.5355e+030 +1.1504e+031 -1.7875e+030 +7.8308e+028 -8.4126e+028 +3.1049e+029 -3.2331e+029 -6.7201e+029 -5.7811e+029
% function evaluation | noise-free fitness - Fopt (-4.004000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.963919119e+007 +6.963919119e+007 +6.963915115e+007 +6.963915115e+007 +4.8739e+000 +2.3640e+000 -9.1810e+000 +1.3052e-001 -1.1911e+000 +1.1395e+000 +3.2369e+000 +6.0676e+000 -2.7815e+000 +3.7329e+000
2 +2.302697925e+007 +2.302697925e+007 +2.302693921e+007 +2.302693921e+007 +4.2441e-001 +1.1815e+000 -1.1196e+000 +6.6551e-002 -2.9595e+000 +2.4154e+000 -1.6816e+000 +3.8327e+000 -4.1790e-001 +1.4084e+000
3 +4.459489532e+006 +4.459489532e+006 +4.459449492e+006 +4.459449492e+006 -3.3063e+000 +2.3114e+000 -9.2832e+000 +1.4401e-001 -2.2074e+000 +2.4549e+000 +2.6425e+000 +2.4361e+000 -6.5649e+000 +3.5245e-001
12 +6.215022899e+005 +6.215022899e+005 +6.214622499e+005 +6.214622499e+005 +1.9973e-002 -7.0448e+000 -2.1016e+000 -7.4613e+000 +1.8479e-001 +9.8079e-001 +6.2943e+000 +4.7700e+000 -4.4539e+000 +2.2958e+000
55 +4.935655118e+005 +4.935655118e+005 +4.935254718e+005 +4.935254718e+005 -3.6051e+000 -3.1830e+000 -8.1033e+000 -2.3888e+000 -1.1698e+000 +3.6379e+000 -9.7529e+000 -1.5456e+000 -2.4712e+000 +6.4932e+000
58 +4.090879000e+005 +4.090879000e+005 +4.090478600e+005 +4.090478600e+005 +1.0585e-001 -1.4230e-001 -1.2847e+001 -6.1233e+000 -6.8289e+000 +3.8093e+000 -1.8860e+001 +7.1096e-003 +1.9623e+000 +3.9030e+000
60 +2.084733382e+005 +2.084733382e+005 +2.084332982e+005 +2.084332982e+005 -3.5386e+000 -3.0725e+000 -6.5037e+000 +1.6186e-001 -3.9112e+000 +4.2921e+000 +3.3112e-001 +5.2247e+000 +2.0188e-001 +2.7747e+000
84 +8.474318087e+004 +8.474318087e+004 +8.470314087e+004 +8.470314087e+004 -2.3745e+000 +4.3429e+000 -6.3175e+000 +4.3197e+000 +2.0104e+000 +3.4775e+000 +1.7059e+001 -1.4589e+000 -1.8482e+000 -2.6466e-001
151 +3.100945858e+004 +3.100945858e+004 +3.096941858e+004 +3.096941858e+004 -4.1059e+000 +2.2294e+000 -1.1743e+001 -4.0047e-001 -3.0959e+000 +1.1209e+000 +2.5184e+000 +4.2463e+000 -2.9170e+000 -4.7135e+000
184 +4.213524580e+003 +4.213524580e+003 +4.173484580e+003 +4.173484580e+003 -4.5533e+000 -1.2774e+000 -1.0115e+001 +1.6957e-001 -5.4469e+000 +1.9891e+000 -2.1338e+000 +7.4430e+000 -4.0539e+000 -6.5080e+000
55989 +1.#INF00000e+000 +4.213524580e+003 +1.#INF00000e+000 +4.173484580e+003 +1.7991e+029 -6.5315e+028 -1.5433e+029 -1.4407e+030 +1.0571e+031 -5.1149e+027 -3.3879e+029 +1.4419e+029 +9.1155e+028 +5.1087e+028
% function evaluation | noise-free fitness - Fopt (-1.038100000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.276024308e+006 +6.276024308e+006 +6.275920498e+006 +6.275920498e+006 -1.5674e+000 -1.3635e+000 +3.6327e+000 +3.7450e-001 +3.5881e+000 -2.7107e+000 +3.2586e+000 -3.2988e+000 +9.7520e-001 -1.8047e+000
9 +3.010521933e+006 +3.010521933e+006 +3.010418123e+006 +3.010418123e+006 -3.1277e-001 +4.8052e-001 +2.5792e+000 -2.1049e-002 +3.3432e-002 +2.3086e+000 -5.2852e+000 +3.1129e-001 -1.1511e+000 +4.2819e+000
10 +1.239604407e+005 +1.239604407e+005 +1.238566307e+005 +1.238566307e+005 -1.7906e-001 +8.7060e-001 +4.8573e+000 -1.0117e+000 +4.2604e+000 -4.1141e+000 +1.1579e+001 +2.3121e+000 -7.3538e+000 +2.5177e+000
54 +2.661707120e+003 +2.661707120e+003 +2.557897120e+003 +2.557897120e+003 -2.3185e+000 +6.7605e-001 +7.5881e+000 -8.4058e-001 -1.1308e+000 -1.2595e+000 +6.2305e+000 -1.1780e-002 -6.3684e-001 +1.8535e+000
113 +1.759727897e+003 +1.759727897e+003 +1.655917897e+003 +1.655917897e+003 -3.6458e+000 +1.8255e+000 +4.5963e+000 +1.9579e+000 -1.7538e+000 +8.0182e+000 +6.8967e+000 +6.8248e-001 -1.7226e-001 -7.1989e-001
194 +1.279559182e+003 +1.279559182e+003 +1.175749182e+003 +1.175749182e+003 -1.7483e+000 -1.3794e+000 +7.5364e+000 +1.1742e+000 -9.1752e-001 -1.2160e+001 -3.2262e+000 -5.6172e+000 -2.5837e+000 +1.9005e+000
254 +6.302581530e+002 +6.302581530e+002 +5.264481530e+002 +5.264481530e+002 -1.0224e+000 +1.7850e+000 +5.8024e+000 +2.6441e+000 +1.0207e+000 -2.1651e+001 +2.1159e+000 +4.8216e+000 -3.5451e+000 +1.8861e+000
57483 +1.#INF00000e+000 +6.302581530e+002 +1.#INF00000e+000 +5.264481530e+002 +1.0529e+028 -1.6546e+029 -6.5180e+029 +1.4590e+030 +3.1799e+029 +1.2461e+031 +1.3258e+030 +1.0317e+029 -1.6432e+029 -2.4604e+028
% function evaluation | noise-free fitness - Fopt (-2.380000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.218112765e+007 +8.218112765e+007 +8.218110385e+007 +8.218110385e+007 -4.5029e+000 -1.3566e+000 +2.0868e+000 +2.9131e+000 -2.1519e+000 -3.6211e-001 +2.2520e+000 +4.1003e+000 -2.7606e+000 +2.0805e+000
2 +8.490149842e+006 +8.490149842e+006 +8.490126042e+006 +8.490126042e+006 +3.8488e+000 -1.4892e+000 +1.2932e+001 +6.8088e+000 +3.9466e+000 +2.6279e+000 +3.0937e+000 +4.5620e+000 -4.1152e+000 +1.0093e+000
4 +1.989235747e+006 +1.989235747e+006 +1.989211947e+006 +1.989211947e+006 +2.7478e+000 -5.3146e+000 +1.1964e+001 +6.4025e+000 +4.6801e+000 -5.2766e+000 +3.8448e+000 +3.4205e+000 -3.2127e+000 -6.0304e+000
25 +3.363378407e+005 +3.363378407e+005 +3.363140407e+005 +3.363140407e+005 -4.8941e+000 -5.7666e+000 +1.0532e+001 +3.6199e+000 +4.5625e+000 +1.4236e-001 +3.8675e+000 +1.6773e+000 -2.8344e-001 +2.2784e+000
44 +1.667022598e+005 +1.667022598e+005 +1.666784598e+005 +1.666784598e+005 -2.0965e-001 -2.1461e+000 +1.4023e+001 +1.9661e+000 +5.6387e+000 -5.7962e+000 +8.4218e+000 +3.7621e+000 -2.1210e+000 -2.3287e+000
60 +3.679941012e+002 +3.679941012e+002 +3.441941012e+002 +3.441941012e+002 -2.1357e+000 -4.2325e+000 +8.1684e+000 +2.7285e+000 +9.4799e-001 -4.4596e-001 +3.1217e+000 +5.0632e+000 +4.2658e+000 -1.2546e+001
56102 +1.#INF00000e+000 +3.679941012e+002 +1.#INF00000e+000 +3.441941012e+002 -4.8381e+029 -4.3487e+028 +5.3809e+028 -1.0548e+030 -4.4058e+028 +1.1577e+031 -1.3498e+028 +3.9045e+028 -1.8508e+029 +3.8352e+029
% function evaluation | noise-free fitness - Fopt (7.459000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.191073863e+007 +1.191073863e+007 +1.191081322e+007 +1.191081322e+007 +2.0086e+000 +8.8967e+000 +1.6707e+000 +3.0613e+000 -4.0486e+000 -4.2141e+000 +2.8631e-001 +2.6010e+000 +5.8923e+000 +5.8367e+000
9 +5.681287056e+006 +5.681287056e+006 +5.681361646e+006 +5.681361646e+006 +2.4666e+000 +5.7567e+000 -5.8059e+000 +2.7247e+000 -3.7384e+000 -2.6956e+000 -3.1602e-001 -1.4726e+000 +3.0846e+000 -6.7021e-001
11 +3.626955875e+006 +3.626955875e+006 +3.627030465e+006 +3.627030465e+006 -4.0994e+000 +6.0916e+000 +2.8561e+000 -3.0187e+000 -8.0293e+000 -1.9950e+000 +4.7211e+000 -2.0940e+000 +4.2965e+000 -5.5972e+000
22 +2.740620497e+006 +2.740620497e+006 +2.740695087e+006 +2.740695087e+006 +5.0381e+000 +5.1989e+000 +9.9723e-001 +9.8875e+000 -1.6707e+000 -2.3148e+000 +1.2766e+000 -1.8363e+000 -4.3985e-001 +6.0896e+000
28 +1.173695831e+006 +1.173695831e+006 +1.173770421e+006 +1.173770421e+006 +3.4144e+000 +3.6709e+000 +2.4462e-001 -1.5858e+000 -3.9033e+000 -7.1363e+000 -1.7119e+000 -3.3470e+000 -5.0488e+000 +8.5652e+000
