% function evaluation | noise-free fitness - Fopt (7.627000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
7 +2.210107074e+005 +2.210107074e+005 +2.209319874e+005 +2.209319874e+005
20 +7.365736994e+002 +7.365736994e+002 +6.578536994e+002 +6.578536994e+002
240 +6.177227908e+002 +6.177227908e+002 +5.390027908e+002 +5.390027908e+002
512 +5.725051082e+002 +5.725051082e+002 +4.937851082e+002 +4.937851082e+002
220248 +1.#INF00000e+000 +5.725051082e+002 +1.#INF00000e+000 +4.937851082e+002
% function evaluation | noise-free fitness - Fopt (-6.949000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.433106293e+007 +5.433106293e+007 +5.433099344e+007 +5.433099344e+007
6 +4.965561349e+007 +4.965561349e+007 +4.965554400e+007 +4.965554400e+007
8 +4.399119652e+007 +4.399119652e+007 +4.399112703e+007 +4.399112703e+007
12 +1.978397141e+007 +1.978397141e+007 +1.978390192e+007 +1.978390192e+007
21 +4.393889309e+006 +4.393889309e+006 +4.393819819e+006 +4.393819819e+006
41 +3.728645436e+005 +3.728645436e+005 +3.727950536e+005 +3.727950536e+005
196 +2.039506525e+004 +2.039506525e+004 +2.032557525e+004 +2.032557525e+004
230 +4.525870656e+003 +4.525870656e+003 +4.456380656e+003 +4.456380656e+003
240 +2.186734832e+003 +2.186734832e+003 +2.117244832e+003 +2.117244832e+003
623 +1.583875574e+003 +1.583875574e+003 +1.514385574e+003 +1.514385574e+003
799 +1.493669333e+003 +1.493669333e+003 +1.424179333e+003 +1.424179333e+003
211827 +1.#INF00000e+000 +1.493669333e+003 +1.#INF00000e+000 +1.424179333e+003
% function evaluation | noise-free fitness - Fopt (-2.718000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.492277401e+003 +3.492277401e+003 +3.465097401e+003 +3.465097401e+003
74 +9.398683928e+002 +9.398683928e+002 +9.126883928e+002 +9.126883928e+002
676 +8.430651575e+002 +8.430651575e+002 +8.158851575e+002 +8.158851575e+002
793 +8.221146776e+002 +8.221146776e+002 +7.949346776e+002 +7.949346776e+002
219075 +1.#INF00000e+000 +8.221146776e+002 +1.#INF00000e+000 +7.949346776e+002
% function evaluation | noise-free fitness - Fopt (-6.968800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.763834754e+006 +2.763834754e+006 +2.763137874e+006 +2.763137874e+006
2 +4.418196951e+005 +4.418196951e+005 +4.411228151e+005 +4.411228151e+005
7 +1.141202669e+005 +1.141202669e+005 +1.134233869e+005 +1.134233869e+005
10 +2.709150806e+004 +2.709150806e+004 +2.639462806e+004 +2.639462806e+004
27 +5.063262464e+003 +5.063262464e+003 +4.366382464e+003 +4.366382464e+003
36 +1.295501586e+003 +1.295501586e+003 +5.986215856e+002 +5.986215856e+002
86 +6.887377680e+002 +6.887377680e+002 -8.142232046e+000 -8.142232046e+000
348 +6.367465445e+002 +6.367465445e+002 -6.013345550e+001 -6.013345550e+001
217758 +1.#INF00000e+000 +6.316701602e+002 +1.#INF00000e+000 -6.520983977e+001
% function evaluation | noise-free fitness - Fopt (-4.895300000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.025598673e+003 +4.025598673e+003 +3.536068673e+003 +3.536068673e+003
45 +8.557107708e+002 +8.557107708e+002 +3.661807708e+002 +3.661807708e+002
218428 +1.#INF00000e+000 +8.557107708e+002 +1.#INF00000e+000 +3.661807708e+002
% function evaluation | noise-free fitness - Fopt (-4.004000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.443042662e+008 +1.443042662e+008 +1.443042262e+008 +1.443042262e+008
2 +7.508378216e+007 +7.508378216e+007 +7.508374212e+007 +7.508374212e+007
3 +3.594720359e+007 +3.594720359e+007 +3.594716355e+007 +3.594716355e+007
5 +4.404931484e+006 +4.404931484e+006 +4.404891444e+006 +4.404891444e+006
56 +2.460455413e+006 +2.460455413e+006 +2.460415373e+006 +2.460415373e+006
181 +1.024508209e+006 +1.024508209e+006 +1.024468169e+006 +1.024468169e+006
187 +2.669794145e+005 +2.669794145e+005 +2.669393745e+005 +2.669393745e+005
218 +2.054704269e+004 +2.054704269e+004 +2.050700269e+004 +2.050700269e+004
329 +1.262885066e+004 +1.262885066e+004 +1.258881066e+004 +1.258881066e+004
346 +5.578158001e+003 +5.578158001e+003 +5.538118001e+003 +5.538118001e+003
406 +1.646100919e+003 +1.646100919e+003 +1.606060919e+003 +1.606060919e+003
560 +1.138579552e+003 +1.138579552e+003 +1.098539552e+003 +1.098539552e+003
217626 +1.#INF00000e+000 +1.138579552e+003 +1.#INF00000e+000 +1.098539552e+003
% function evaluation | noise-free fitness - Fopt (-1.038100000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.036831333e+006 +8.036831333e+006 +8.036727523e+006 +8.036727523e+006
3 +5.979979364e+006 +5.979979364e+006 +5.979875554e+006 +5.979875554e+006
4 +2.096455865e+006 +2.096455865e+006 +2.096352055e+006 +2.096352055e+006
5 +7.198150716e+004 +7.198150716e+004 +7.187769716e+004 +7.187769716e+004
41 +3.993785835e+004 +3.993785835e+004 +3.983404835e+004 +3.983404835e+004
55 +6.063367637e+003 +6.063367637e+003 +5.959557637e+003 +5.959557637e+003
92 +2.454799089e+003 +2.454799089e+003 +2.350989089e+003 +2.350989089e+003
209 +1.745960424e+003 +1.745960424e+003 +1.642150424e+003 +1.642150424e+003
304 +1.619361934e+003 +1.619361934e+003 +1.515551934e+003 +1.515551934e+003
334 +1.327977922e+003 +1.327977922e+003 +1.224167922e+003 +1.224167922e+003
739 +1.112960075e+003 +1.112960075e+003 +1.009150075e+003 +1.009150075e+003
218136 +1.#INF00000e+000 +1.112960075e+003 +1.#INF00000e+000 +1.009150075e+003
% function evaluation | noise-free fitness - Fopt (-2.380000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.254201552e+005 +3.254201552e+005 +3.253963552e+005 +3.253963552e+005
3 +2.982217700e+005 +2.982217700e+005 +2.981979700e+005 +2.981979700e+005
5 +9.985326802e+002 +9.985326802e+002 +9.747326802e+002 +9.747326802e+002
217727 +1.#INF00000e+000 +9.985326802e+002 +1.#INF00000e+000 +9.747326802e+002
% function evaluation | noise-free fitness - Fopt (7.459000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.946320175e+007 +1.946320175e+007 +1.946327634e+007 +1.946327634e+007
2 +2.507359948e+006 +2.507359948e+006 +2.507434538e+006 +2.507434538e+006
4 +1.320027239e+006 +1.320027239e+006 +1.320101829e+006 +1.320101829e+006
6 +1.400360134e+004 +1.400360134e+004 +1.407819134e+004 +1.407819134e+004
199 +8.754647948e+003 +8.754647948e+003 +8.829237948e+003 +8.829237948e+003
220 +9.834743787e+002 +9.834743787e+002 +1.058064379e+003 +1.058064379e+003
221502 +1.#INF00000e+000 +9.834743787e+002 +1.#INF00000e+000 +1.058064379e+003
% function evaluation | noise-free fitness - Fopt (2.225900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.101498517e+006 +4.101498517e+006 +4.101721107e+006 +4.101721107e+006
6 +3.816034677e+006 +3.816034677e+006 +3.816257267e+006 +3.816257267e+006
9 +3.490954853e+006 +3.490954853e+006 +3.491177443e+006 +3.491177443e+006
11 +1.882076409e+006 +1.882076409e+006 +1.882298999e+006 +1.882298999e+006
12 +3.996572039e+005 +3.996572039e+005 +3.998797939e+005 +3.998797939e+005
26 +1.215532787e+004 +1.215532787e+004 +1.237791787e+004 +1.237791787e+004
48 +5.012804917e+003 +5.012804917e+003 +5.235394917e+003 +5.235394917e+003
329 +1.153215548e+003 +1.153215548e+003 +1.375805548e+003 +1.375805548e+003
360 +1.136796024e+003 +1.136796024e+003 +1.359386024e+003 +1.359386024e+003
371 +1.099713839e+003 +1.099713839e+003 +1.322303839e+003 +1.322303839e+003
858 +1.090805524e+003 +1.090805524e+003 +1.313395524e+003 +1.313395524e+003
216500 +1.#INF00000e+000 +1.090805524e+003 +1.#INF00000e+000 +1.313395524e+003
% function evaluation | noise-free fitness - Fopt (-2.977700000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.347833727e+006 +5.347833727e+006 +5.347535957e+006 +5.347535957e+006
4 +1.556569266e+006 +1.556569266e+006 +1.556271496e+006 +1.556271496e+006
8 +2.103041840e+005 +2.103041840e+005 +2.100064140e+005 +2.100064140e+005
83 +5.805390467e+004 +5.805390467e+004 +5.775613467e+004 +5.775613467e+004
145 +4.387409747e+004 +4.387409747e+004 +4.357632747e+004 +4.357632747e+004
160 +4.499927916e+003 +4.499927916e+003 +4.202157916e+003 +4.202157916e+003
205 +2.566239902e+003 +2.566239902e+003 +2.268469902e+003 +2.268469902e+003
313 +1.062229499e+003 +1.062229499e+003 +7.644594989e+002 +7.644594989e+002
217407 +1.#INF00000e+000 +1.062229499e+003 +1.#INF00000e+000 +7.644594989e+002
