% function evaluation | noise-free fitness - Fopt (-4.620900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.194981453e+003 +6.194981453e+003 +5.732891453e+003 +5.732891453e+003
9 +5.885619075e+003 +5.885619075e+003 +5.423529075e+003 +5.423529075e+003
19 +5.645511464e+003 +5.645511464e+003 +5.183421464e+003 +5.183421464e+003
31 +3.583431407e+003 +3.583431407e+003 +3.121341407e+003 +3.121341407e+003
187 +2.987814659e+003 +2.987814659e+003 +2.525724659e+003 +2.525724659e+003
345 +2.284087215e+003 +2.284087215e+003 +1.821997215e+003 +1.821997215e+003
489 +2.180463571e+003 +2.180463571e+003 +1.718373571e+003 +1.718373571e+003
642 +2.075535744e+003 +2.075535744e+003 +1.613445744e+003 +1.613445744e+003
812 +1.817088385e+003 +1.817088385e+003 +1.354998385e+003 +1.354998385e+003
820 +1.520650043e+003 +1.520650043e+003 +1.058560043e+003 +1.058560043e+003
1241 +1.417520884e+003 +1.417520884e+003 +9.554308840e+002 +9.554308840e+002
1249 +1.312514821e+003 +1.312514821e+003 +8.504248211e+002 +8.504248211e+002
1403 +1.183144008e+003 +1.183144008e+003 +7.210540076e+002 +7.210540076e+002
1476 +1.137406131e+003 +1.137406131e+003 +6.753161305e+002 +6.753161305e+002
1491 +1.113201398e+003 +1.113201398e+003 +6.511113980e+002 +6.511113980e+002
1704 +1.011966268e+003 +1.011966268e+003 +5.498762677e+002 +5.498762677e+002
2021 +9.800309173e+002 +9.800309173e+002 +5.179409173e+002 +5.179409173e+002
2141 +7.703534279e+002 +7.703534279e+002 +3.082634279e+002 +3.082634279e+002
2614 +6.411471278e+002 +6.411471278e+002 +1.790571278e+002 +1.790571278e+002
3042 +6.291366668e+002 +6.291366668e+002 +1.670466668e+002 +1.670466668e+002
3308 +6.119598469e+002 +6.119598469e+002 +1.498698469e+002 +1.498698469e+002
3396 +5.856112068e+002 +5.856112068e+002 +1.235212068e+002 +1.235212068e+002
3769 +5.431559655e+002 +5.431559655e+002 +8.106596549e+001 +8.106596549e+001
4039 +5.323254681e+002 +5.323254681e+002 +7.023546810e+001 +7.023546810e+001
4072 +5.168975750e+002 +5.168975750e+002 +5.480757499e+001 +5.480757499e+001
4127 +4.645732603e+002 +4.645732603e+002 +2.483260327e+000 +2.483260327e+000
4509 +4.380541039e+002 +4.380541039e+002 -2.403589612e+001 -2.403589612e+001
4718 +4.317970731e+002 +4.317970731e+002 -3.029292691e+001 -3.029292691e+001
5273 +3.773370468e+002 +3.773370468e+002 -8.475295319e+001 -8.475295319e+001
5906 +3.288316642e+002 +3.288316642e+002 -1.332583358e+002 -1.332583358e+002
9654 +3.194517719e+002 +3.194517719e+002 -1.426382281e+002 -1.426382281e+002
12326 +3.158071992e+002 +3.158071992e+002 -1.462828008e+002 -1.462828008e+002
16215 +3.053279188e+002 +3.053279188e+002 -1.567620812e+002 -1.567620812e+002
19019 +2.967470706e+002 +2.967470706e+002 -1.653429294e+002 -1.653429294e+002
29200 +2.783879310e+002 +2.783879310e+002 -1.837020690e+002 -1.837020690e+002
% function evaluation | noise-free fitness - Fopt (7.766000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.816877603e+004 +1.816877603e+004 +1.824643603e+004 +1.824643603e+004
6 +1.166716128e+004 +1.166716128e+004 +1.174482128e+004 +1.174482128e+004
12 +1.124709311e+004 +1.124709311e+004 +1.132475311e+004 +1.132475311e+004
23 +1.105762254e+004 +1.105762254e+004 +1.113528254e+004 +1.113528254e+004
28 +9.253750566e+003 +9.253750566e+003 +9.331410566e+003 +9.331410566e+003
33 +8.315087302e+003 +8.315087302e+003 +8.392747302e+003 +8.392747302e+003
41 +8.111445590e+003 +8.111445590e+003 +8.189105590e+003 +8.189105590e+003
100 +5.764182329e+003 +5.764182329e+003 +5.841842329e+003 +5.841842329e+003
154 +4.016211133e+003 +4.016211133e+003 +4.093871133e+003 +4.093871133e+003
392 +3.757995153e+003 +3.757995153e+003 +3.835655153e+003 +3.835655153e+003
403 +2.703053120e+003 +2.703053120e+003 +2.780713120e+003 +2.780713120e+003
623 +2.516484841e+003 +2.516484841e+003 +2.594144841e+003 +2.594144841e+003
749 +2.394251496e+003 +2.394251496e+003 +2.471911496e+003 +2.471911496e+003
801 +2.282178706e+003 +2.282178706e+003 +2.359838706e+003 +2.359838706e+003
868 +2.236203103e+003 +2.236203103e+003 +2.313863103e+003 +2.313863103e+003
1012 +2.156577334e+003 +2.156577334e+003 +2.234237334e+003 +2.234237334e+003
1054 +2.086414666e+003 +2.086414666e+003 +2.164074666e+003 +2.164074666e+003
1204 +1.963212541e+003 +1.963212541e+003 +2.040872541e+003 +2.040872541e+003
1231 +1.727065397e+003 +1.727065397e+003 +1.804725397e+003 +1.804725397e+003
1248 +1.329022872e+003 +1.329022872e+003 +1.406682872e+003 +1.406682872e+003
1413 +1.308710659e+003 +1.308710659e+003 +1.386370659e+003 +1.386370659e+003
1986 +1.241523408e+003 +1.241523408e+003 +1.319183408e+003 +1.319183408e+003
1992 +9.611923770e+002 +9.611923770e+002 +1.038852377e+003 +1.038852377e+003
2526 +9.159807518e+002 +9.159807518e+002 +9.936407518e+002 +9.936407518e+002
2606 +9.001867548e+002 +9.001867548e+002 +9.778467548e+002 +9.778467548e+002
2725 +8.651102973e+002 +8.651102973e+002 +9.427702973e+002 +9.427702973e+002
2921 +7.603951456e+002 +7.603951456e+002 +8.380551456e+002 +8.380551456e+002
3291 +7.423014407e+002 +7.423014407e+002 +8.199614407e+002 +8.199614407e+002
3578 +7.127563176e+002 +7.127563176e+002 +7.904163176e+002 +7.904163176e+002
3791 +7.022094532e+002 +7.022094532e+002 +7.798694532e+002 +7.798694532e+002
3816 +6.714176815e+002 +6.714176815e+002 +7.490776815e+002 +7.490776815e+002
3845 +6.593091284e+002 +6.593091284e+002 +7.369691284e+002 +7.369691284e+002
4033 +5.718543998e+002 +5.718543998e+002 +6.495143998e+002 +6.495143998e+002
4220 +5.522485804e+002 +5.522485804e+002 +6.299085804e+002 +6.299085804e+002
4638 +5.165762786e+002 +5.165762786e+002 +5.942362786e+002 +5.942362786e+002
4763 +4.658737819e+002 +4.658737819e+002 +5.435337819e+002 +5.435337819e+002
5529 +4.362949334e+002 +4.362949334e+002 +5.139549334e+002 +5.139549334e+002
6066 +4.138866527e+002 +4.138866527e+002 +4.915466527e+002 +4.915466527e+002
6458 +3.820364049e+002 +3.820364049e+002 +4.596964049e+002 +4.596964049e+002
6904 +3.660747793e+002 +3.660747793e+002 +4.437347793e+002 +4.437347793e+002
7073 +3.189319233e+002 +3.189319233e+002 +3.965919233e+002 +3.965919233e+002
13934 +2.740176761e+002 +2.740176761e+002 +3.516776761e+002 +3.516776761e+002
% function evaluation | noise-free fitness - Fopt (1.156800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.249518562e+004 +1.249518562e+004 +1.261086562e+004 +1.261086562e+004
2 +7.654703894e+003 +7.654703894e+003 +7.770383894e+003 +7.770383894e+003
3 +6.528177874e+003 +6.528177874e+003 +6.643857874e+003 +6.643857874e+003
16 +6.302576196e+003 +6.302576196e+003 +6.418256196e+003 +6.418256196e+003
19 +3.946527476e+003 +3.946527476e+003 +4.062207476e+003 +4.062207476e+003
229 +3.619720641e+003 +3.619720641e+003 +3.735400641e+003 +3.735400641e+003
281 +3.462596180e+003 +3.462596180e+003 +3.578276180e+003 +3.578276180e+003
380 +3.168629786e+003 +3.168629786e+003 +3.284309786e+003 +3.284309786e+003
413 +2.855561124e+003 +2.855561124e+003 +2.971241124e+003 +2.971241124e+003
605 +2.613459117e+003 +2.613459117e+003 +2.729139117e+003 +2.729139117e+003
614 +2.346990787e+003 +2.346990787e+003 +2.462670787e+003 +2.462670787e+003
687 +2.177826166e+003 +2.177826166e+003 +2.293506166e+003 +2.293506166e+003
722 +2.132868410e+003 +2.132868410e+003 +2.248548410e+003 +2.248548410e+003
982 +2.074543230e+003 +2.074543230e+003 +2.190223230e+003 +2.190223230e+003
1046 +1.990979838e+003 +1.990979838e+003 +2.106659838e+003 +2.106659838e+003
1071 +1.807010726e+003 +1.807010726e+003 +1.922690726e+003 +1.922690726e+003
1218 +1.554459643e+003 +1.554459643e+003 +1.670139643e+003 +1.670139643e+003
1301 +1.352173717e+003 +1.352173717e+003 +1.467853717e+003 +1.467853717e+003
1623 +1.338581401e+003 +1.338581401e+003 +1.454261401e+003 +1.454261401e+003
1626 +1.271108702e+003 +1.271108702e+003 +1.386788702e+003 +1.386788702e+003
1668 +1.238946998e+003 +1.238946998e+003 +1.354626998e+003 +1.354626998e+003
1669 +1.141150229e+003 +1.141150229e+003 +1.256830229e+003 +1.256830229e+003
1893 +1.007424386e+003 +1.007424386e+003 +1.123104386e+003 +1.123104386e+003
2015 +8.938703567e+002 +8.938703567e+002 +1.009550357e+003 +1.009550357e+003
2201 +8.669921487e+002 +8.669921487e+002 +9.826721487e+002 +9.826721487e+002
2416 +7.913257467e+002 +7.913257467e+002 +9.070057467e+002 +9.070057467e+002
2626 +7.587619780e+002 +7.587619780e+002 +8.744419780e+002 +8.744419780e+002
2656 +7.492896851e+002 +7.492896851e+002 +8.649696851e+002 +8.649696851e+002
2896 +7.165678933e+002 +7.165678933e+002 +8.322478933e+002 +8.322478933e+002
3016 +6.786821131e+002 +6.786821131e+002 +7.943621131e+002 +7.943621131e+002
3317 +6.691710674e+002 +6.691710674e+002 +7.848510674e+002 +7.848510674e+002
3398 +6.140651819e+002 +6.140651819e+002 +7.297451819e+002 +7.297451819e+002
3424 +5.783088725e+002 +5.783088725e+002 +6.939888725e+002 +6.939888725e+002
3644 +5.635108515e+002 +5.635108515e+002 +6.791908515e+002 +6.791908515e+002
3661 +5.395994372e+002 +5.395994372e+002 +6.552794372e+002 +6.552794372e+002
3799 +4.251157441e+002 +4.251157441e+002 +5.407957441e+002 +5.407957441e+002
4836 +4.100281474e+002 +4.100281474e+002 +5.257081474e+002 +5.257081474e+002
6004 +4.051514523e+002 +4.051514523e+002 +5.208314523e+002 +5.208314523e+002
6063 +3.768645660e+002 +3.768645660e+002 +4.925445660e+002 +4.925445660e+002
6405 +3.591947857e+002 +3.591947857e+002 +4.748747857e+002 +4.748747857e+002
6925 +3.302477446e+002 +3.302477446e+002 +4.459277446e+002 +4.459277446e+002
9659 +3.163555441e+002 +3.163555441e+002 +4.320355441e+002 +4.320355441e+002
12131 +2.903936378e+002 +2.903936378e+002 +4.060736378e+002 +4.060736378e+002
33312 +2.845919148e+002 +2.845919148e+002 +4.002719148e+002 +4.002719148e+002
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.370081375e+003 +6.370081375e+003 +6.366371375e+003 +6.366371375e+003
4 +3.618024883e+003 +3.618024883e+003 +3.614314883e+003 +3.614314883e+003
16 +3.172298212e+003 +3.172298212e+003 +3.168588212e+003 +3.168588212e+003
41 +2.637142432e+003 +2.637142432e+003 +2.633432432e+003 +2.633432432e+003
84 +2.488665997e+003 +2.488665997e+003 +2.484955997e+003 +2.484955997e+003
215 +2.308233482e+003 +2.308233482e+003 +2.304523482e+003 +2.304523482e+003
236 +2.060980007e+003 +2.060980007e+003 +2.057270007e+003 +2.057270007e+003
301 +1.984030315e+003 +1.984030315e+003 +1.980320315e+003 +1.980320315e+003
483 +1.763540189e+003 +1.763540189e+003 +1.759830189e+003 +1.759830189e+003
642 +1.702701185e+003 +1.702701185e+003 +1.698991185e+003 +1.698991185e+003
667 +1.670735986e+003 +1.670735986e+003 +1.667025986e+003 +1.667025986e+003
733 +1.598141335e+003 +1.598141335e+003 +1.594431335e+003 +1.594431335e+003
816 +1.315704477e+003 +1.315704477e+003 +1.311994477e+003 +1.311994477e+003
1224 +1.268563307e+003 +1.268563307e+003 +1.264853307e+003 +1.264853307e+003
1349 +1.188765294e+003 +1.188765294e+003 +1.185055294e+003 +1.185055294e+003
1435 +9.583703038e+002 +9.583703038e+002 +9.546603038e+002 +9.546603038e+002
1887 +9.540239664e+002 +9.540239664e+002 +9.503139664e+002 +9.503139664e+002
2079 +9.232190437e+002 +9.232190437e+002 +9.195090437e+002 +9.195090437e+002
2085 +8.212204185e+002 +8.212204185e+002 +8.175104185e+002 +8.175104185e+002
2476 +7.889261018e+002 +7.889261018e+002 +7.852161018e+002 +7.852161018e+002
2487 +7.640672501e+002 +7.640672501e+002 +7.603572501e+002 +7.603572501e+002
2520 +7.116688697e+002 +7.116688697e+002 +7.079588697e+002 +7.079588697e+002
2713 +6.869404014e+002 +6.869404014e+002 +6.832304014e+002 +6.832304014e+002
2716 +6.171060032e+002 +6.171060032e+002 +6.133960032e+002 +6.133960032e+002
3344 +6.118515444e+002 +6.118515444e+002 +6.081415444e+002 +6.081415444e+002
3459 +5.906498553e+002 +5.906498553e+002 +5.869398553e+002 +5.869398553e+002
3561 +5.643244466e+002 +5.643244466e+002 +5.606144466e+002 +5.606144466e+002
3645 +5.402054248e+002 +5.402054248e+002 +5.364954248e+002 +5.364954248e+002
3827 +5.201665600e+002 +5.201665600e+002 +5.164565600e+002 +5.164565600e+002
3921 +5.081908213e+002 +5.081908213e+002 +5.044808213e+002 +5.044808213e+002
4132 +4.866301582e+002 +4.866301582e+002 +4.829201582e+002 +4.829201582e+002
4484 +4.698894263e+002 +4.698894263e+002 +4.661794263e+002 +4.661794263e+002
4678 +4.667489998e+002 +4.667489998e+002 +4.630389998e+002 +4.630389998e+002
4769 +4.531444548e+002 +4.531444548e+002 +4.494344548e+002 +4.494344548e+002
5014 +4.329102127e+002 +4.329102127e+002 +4.292002127e+002 +4.292002127e+002
5194 +4.162268943e+002 +4.162268943e+002 +4.125168943e+002 +4.125168943e+002
5647 +3.932687874e+002 +3.932687874e+002 +3.895587874e+002 +3.895587874e+002
6113 +3.882028681e+002 +3.882028681e+002 +3.844928681e+002 +3.844928681e+002
6128 +3.510910408e+002 +3.510910408e+002 +3.473810408e+002 +3.473810408e+002
6595 +3.350550687e+002 +3.350550687e+002 +3.313450687e+002 +3.313450687e+002
9501 +3.087220794e+002 +3.087220794e+002 +3.050120794e+002 +3.050120794e+002
20599 +2.950365681e+002 +2.950365681e+002 +2.913265681e+002 +2.913265681e+002
30056 +2.741320226e+002 +2.741320226e+002 +2.704220226e+002 +2.704220226e+002
% function evaluation | noise-free fitness - Fopt (1.321800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.206706477e+003 +9.206706477e+003 +9.338886477e+003 +9.338886477e+003
2 +5.750836023e+003 +5.750836023e+003 +5.883016023e+003 +5.883016023e+003
55 +4.736634399e+003 +4.736634399e+003 +4.868814399e+003 +4.868814399e+003
83 +4.585937879e+003 +4.585937879e+003 +4.718117879e+003 +4.718117879e+003
166 +3.973576528e+003 +3.973576528e+003 +4.105756528e+003 +4.105756528e+003
229 +3.150789921e+003 +3.150789921e+003 +3.282969921e+003 +3.282969921e+003
234 +2.794938361e+003 +2.794938361e+003 +2.927118361e+003 +2.927118361e+003
422 +2.200901519e+003 +2.200901519e+003 +2.333081519e+003 +2.333081519e+003
577 +2.060827671e+003 +2.060827671e+003 +2.193007671e+003 +2.193007671e+003
602 +2.030498206e+003 +2.030498206e+003 +2.162678206e+003 +2.162678206e+003
604 +1.865094165e+003 +1.865094165e+003 +1.997274165e+003 +1.997274165e+003
756 +1.783384749e+003 +1.783384749e+003 +1.915564749e+003 +1.915564749e+003
764 +1.472187074e+003 +1.472187074e+003 +1.604367074e+003 +1.604367074e+003
1010 +1.377662358e+003 +1.377662358e+003 +1.509842358e+003 +1.509842358e+003
1247 +1.224829791e+003 +1.224829791e+003 +1.357009791e+003 +1.357009791e+003
1406 +1.194973846e+003 +1.194973846e+003 +1.327153846e+003 +1.327153846e+003
