% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.471372676e+007 +4.471372676e+007 +4.471351688e+007 +4.471351688e+007 +2.1433e+000 +2.7664e+000 +2.0466e+000 +2.8222e+000 -1.6034e+000 +6.0972e+000 -1.6902e+000 +1.0488e+000 -4.0897e+000 -4.3270e+000
4 +3.435896004e+007 +3.435896004e+007 +3.435875016e+007 +3.435875016e+007 +3.9602e+000 +1.8928e+000 +4.2427e+000 +6.0258e-001 -3.8774e+000 +2.8277e+000 -8.9419e+000 +9.8194e-001 +4.9885e-002 -3.4036e+000
6 +5.967346170e+006 +5.967346170e+006 +5.967136290e+006 +5.967136290e+006 +4.7967e-001 +5.7773e+000 +3.6831e+000 +4.8478e+000 -5.6068e+000 +2.3249e+000 -3.4334e+000 -1.2935e+000 -3.8830e+000 +6.3042e-001
52 +2.796419062e+006 +2.796419062e+006 +2.796209182e+006 +2.796209182e+006 -2.8629e+000 +3.1798e+000 -4.5826e-002 +7.7660e+000 -3.8852e+000 +5.8009e+000 -3.6104e+000 +1.4036e+000 -1.8258e+000 +4.2306e+000
57 +1.163889933e+006 +1.163889933e+006 +1.163680053e+006 +1.163680053e+006 -3.9000e+000 +3.0930e+000 +3.5607e+000 +4.2734e-001 +2.0209e+000 +1.1901e+000 +3.1961e-001 +2.2399e-002 -3.2610e+000 +2.9906e+000
117 +2.778039699e+005 +2.778039699e+005 +2.775940899e+005 +2.775940899e+005 -1.8915e+000 +8.0318e+000 -1.0830e+000 +3.8160e+000 -4.7144e+000 +3.9634e+000 -1.4749e+000 +1.2346e+000 -8.8107e-001 +2.6937e+000
310 +2.184150331e+005 +2.184150331e+005 +2.182051531e+005 +2.182051531e+005 -9.6621e+000 +5.1516e+000 -3.3713e+000 +6.3939e+000 -6.1345e+000 +4.9425e+000 -7.7259e-001 +1.0384e+000 -8.6120e-001 +2.5730e+000
481 +8.144776086e+004 +8.144776086e+004 +8.123788086e+004 +8.123788086e+004 -4.3335e+000 +1.0134e+001 +1.1662e+000 +5.6051e+000 -8.6770e+000 +4.4060e+000 +2.2832e+000 -2.6949e-001 -1.3608e+000 +2.5566e+000
656 +7.926669936e+004 +7.926669936e+004 +7.905681936e+004 +7.905681936e+004 +2.7214e+000 -3.2499e+000 +4.0898e-003 +4.2919e+000 -5.8893e+000 +4.6810e+000 +7.2763e-001 +7.9148e-002 -8.9047e-001 +2.5357e+000
762 +6.909467026e+004 +6.909467026e+004 +6.888479026e+004 +6.888479026e+004 -2.4658e+000 +4.2235e+000 +7.8861e+000 +4.6103e+000 -2.6189e+000 +3.9058e+000 +6.4260e-001 -7.3590e-002 -1.2785e+000 +2.7372e+000
