% function evaluation | noise-free fitness - Fopt (-9.210000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.243811344e+001 +7.243811344e+001 +6.322811344e+001 +6.322811344e+001 -6.3054e+000 -1.0125e+000 +7.8805e-001
5 +3.881143560e+001 +3.881143560e+001 +2.960143560e+001 +2.960143560e+001 -4.5857e+000 -4.1493e+000 +4.9707e+000
8 +3.778669249e+001 +3.778669249e+001 +2.857669249e+001 +2.857669249e+001 -7.5535e+000 -2.9794e+000 +1.3009e+001
16 +1.416915827e+001 +1.416915827e+001 +4.959158273e+000 +4.959158273e+000 +1.1456e+001 +5.1932e-001 +6.5018e+000
21 +9.938088482e+000 +9.938088482e+000 +7.280884817e-001 +7.280884817e-001 -4.9381e+000 +5.6456e+000 +7.8417e+000
22 +4.984129270e+000 +4.984129270e+000 -4.225870730e+000 -4.225870730e+000 +1.5871e-002 +7.0383e+000 +9.8458e+000
33 +4.078709741e+000 +4.078709741e+000 -5.131290259e+000 -5.131290259e+000 +9.2129e-001 +1.9320e+001 +1.0840e+001
39 +6.145002617e-001 +6.145002617e-001 -8.595499738e+000 -8.595499738e+000 +4.3855e+000 +3.6961e+001 +1.9966e+001
42 +0.000000000e+000 +0.000000000e+000 -9.210000000e+000 -9.210000000e+000 +1.2051e+001 +1.8685e+001 +1.0157e+001
87773 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 -9.210000000e+000 +4.7307e+284 -1.0897e+308 -8.2734e+298
% function evaluation | noise-free fitness - Fopt (6.559900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.958312599e+001 +1.958312599e+001 +6.755731260e+002 +6.755731260e+002 +3.8071e-001 -2.6802e-001 -7.8725e+000
19 +0.000000000e+000 +0.000000000e+000 +6.559900000e+002 +6.559900000e+002 +1.4768e+001 -2.5619e+001 -7.9177e+000
83842 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 +6.559900000e+002 -3.3034e+278 -1.3570e+290 +3.6689e+307
% function evaluation | noise-free fitness - Fopt (6.671000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.144421115e+001 +9.144421115e+001 +1.581542112e+002 +1.581542112e+002 -1.8705e+000 -3.1837e+000 +3.2571e+000
6 +6.954343964e+001 +6.954343964e+001 +1.362534396e+002 +1.362534396e+002 -4.8846e+000 -1.6585e+000 +8.8612e-001
9 +5.249531071e+001 +5.249531071e+001 +1.192053107e+002 +1.192053107e+002 -6.8661e+000 -4.0472e+000 -5.1764e-002
14 +1.321364318e-001 +1.321364318e-001 +6.684213643e+001 +6.684213643e+001 -4.8679e+000 -9.8059e+000 -1.3034e+001
24 +0.000000000e+000 +0.000000000e+000 +6.671000000e+001 +6.671000000e+001 -1.8384e+001 -1.5701e+001 -3.5693e+001
90858 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 +6.671000000e+001 -1.7797e+308 -3.5850e+303 +2.4662e+307
% function evaluation | noise-free fitness - Fopt (9.416700000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.286550863e+001 +7.286550863e+001 +1.014535509e+003 +1.014535509e+003 +1.3660e-001 -1.0355e+001 -1.7729e+000
2 +2.302896747e+001 +2.302896747e+001 +9.646989675e+002 +9.646989675e+002 -4.8406e+000 +2.2320e+000 +1.1079e+001
17 +5.783510698e-001 +5.783510698e-001 +9.422483511e+002 +9.422483511e+002 -4.4216e+000 -4.8432e+001 +6.2598e+000
35 +2.406873564e-001 +2.406873564e-001 +9.419106874e+002 +9.419106874e+002 -4.7593e+000 -4.3168e+001 +7.4426e+000
41 +0.000000000e+000 +0.000000000e+000 +9.416700000e+002 +9.416700000e+002 -1.2367e+001 -3.6382e+001 +8.2278e+000
88164 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 +9.416700000e+002 -1.4100e+295 +7.9388e+307 -1.7384e+280
% function evaluation | noise-free fitness - Fopt (-3.745000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.231513215e+001 +7.231513215e+001 +3.486513215e+001 +3.486513215e+001 -3.3274e+000 -4.2879e+000 +1.5383e+000
3 +5.251072151e+001 +5.251072151e+001 +1.506072151e+001 +1.506072151e+001 -4.4654e+000 -3.7781e+000 +3.4713e+000
4 +3.832108699e+001 +3.832108699e+001 +8.710869879e-001 +8.710869879e-001 -5.9215e+000 -3.2897e+000 +4.8815e+000
5 +3.781338204e+001 +3.781338204e+001 +3.633820440e-001 +3.633820440e-001 -2.1299e+000 -4.2888e+000 +4.8690e+000
6 +2.902918550e+001 +2.902918550e+001 -8.420814496e+000 -8.420814496e+000 -5.9504e+000 +5.0532e+000 +3.1921e+000
21 +1.507178226e+001 +1.507178226e+001 -2.237821774e+001 -2.237821774e+001 -4.1817e+000 +3.1374e+000 +5.0579e+000
31 +1.180014326e+001 +1.180014326e+001 -2.564985674e+001 -2.564985674e+001 -3.0568e+000 +3.8162e+000 +5.2321e+000
36 +8.438325848e+000 +8.438325848e+000 -2.901167415e+001 -2.901167415e+001 -3.4383e+000 +5.7047e+000 +5.5834e+000
42 +7.140413754e+000 +7.140413754e+000 -3.030958625e+001 -3.030958625e+001 -2.1404e+000 +1.1996e+001 +5.0078e+000
60 +6.677605437e+000 +6.677605437e+000 -3.077239456e+001 -3.077239456e+001 -1.6776e+000 +1.7843e+001 +5.0265e+000
62 +4.815826187e+000 +4.815826187e+000 -3.263417381e+001 -3.263417381e+001 +1.8417e-001 +5.3029e+001 +6.0492e+000
79 +4.176542396e+000 +4.176542396e+000 -3.327345760e+001 -3.327345760e+001 +8.2346e-001 +2.5368e+001 +9.3641e+000
86 +4.040257400e+000 +4.040257400e+000 -3.340974260e+001 -3.340974260e+001 +9.5974e-001 +4.0568e+001 +1.2112e+001
89 +3.082080064e+000 +3.082080064e+000 -3.436791994e+001 -3.436791994e+001 +1.9179e+000 +1.9144e+001 +7.8979e+000
91 +1.722194303e+000 +1.722194303e+000 -3.572780570e+001 -3.572780570e+001 +3.2778e+000 +2.5114e+001 +1.0445e+001
96 +1.479281119e+000 +1.479281119e+000 -3.597071888e+001 -3.597071888e+001 +3.5207e+000 +1.7410e+001 +8.3193e+000
102 +1.211663006e+000 +1.211663006e+000 -3.623833699e+001 -3.623833699e+001 +3.7883e+000 +6.7001e+001 +5.4855e+000
106 +0.000000000e+000 +0.000000000e+000 -3.745000000e+001 -3.745000000e+001 +8.3751e+000 +6.2517e+001 +8.6920e+000
83822 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 -3.745000000e+001 +1.5915e+265 -7.0774e+307 +9.1201e+260
% function evaluation | noise-free fitness - Fopt (3.680300000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.234871878e+002 +1.234871878e+002 +4.915171878e+002 +4.915171878e+002 -3.2114e+000 +1.0324e+001 -2.3238e+000
3 +9.924701965e+001 +9.924701965e+001 +4.672770197e+002 +4.672770197e+002 -4.4290e+000 +2.1402e-001 -3.2188e+000
4 +7.343368165e+001 +7.343368165e+001 +4.414636816e+002 +4.414636816e+002 -2.0589e+000 +6.3346e+000 +1.5351e+000
6 +5.058485045e+001 +5.058485045e+001 +4.186148504e+002 +4.186148504e+002 -2.1071e+000 -3.4280e+000 +7.2792e-001
13 +1.415334215e+001 +1.415334215e+001 +3.821833421e+002 +3.821833421e+002 -5.2033e+000 -5.2432e-001 +1.0782e+001
16 +1.332595773e+001 +1.332595773e+001 +3.813559577e+002 +3.813559577e+002 -6.4647e+000 -7.8596e-001 +5.1259e+000
19 +4.289191570e+000 +4.289191570e+000 +3.723191916e+002 +3.723191916e+002 -1.2681e+000 -4.8238e+000 +3.0020e+001
34 +0.000000000e+000 +0.000000000e+000 +3.680300000e+002 +3.680300000e+002 -1.0623e+001 -1.8552e+001 +2.7576e+001
89839 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 +3.680300000e+002 -2.6618e+300 +7.1273e+307 +7.0201e+302
% function evaluation | noise-free fitness - Fopt (1.426000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.109761776e+001 +3.109761776e+001 +4.535761776e+001 +4.535761776e+001 -2.8273e+000 -1.8201e+000 +4.8297e+000
8 +2.965645548e+001 +2.965645548e+001 +4.391645548e+001 +4.391645548e+001 +7.8036e+000 +5.7094e-001 +3.4349e+000
12 +1.940722459e+001 +1.940722459e+001 +3.366722459e+001 +3.366722459e+001 -3.4701e+000 +1.5414e+000 +5.9409e+000
21 +1.182800041e+001 +1.182800041e+001 +2.608800041e+001 +2.608800041e+001 +1.2790e+000 +2.4363e+000 +3.2695e+001
34 +2.490168482e+000 +2.490168482e+000 +1.675016848e+001 +1.675016848e+001 +2.5098e+000 +1.0494e+001 +4.4668e+001
38 +0.000000000e+000 +0.000000000e+000 +1.426000000e+001 +1.426000000e+001 +8.6332e+000 +6.1540e+000 +2.4502e+001
82156 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 +1.426000000e+001 +1.0226e+278 +1.5320e+257 -2.6036e+307
% function evaluation | noise-free fitness - Fopt (6.240000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.617552884e+001 +7.617552884e+001 +1.385755288e+002 +1.385755288e+002 +4.5220e+000 +2.7787e+000 +1.8673e+000
2 +5.934156269e+001 +5.934156269e+001 +1.217415627e+002 +1.217415627e+002 -1.5822e+000 +4.2639e+000 +4.3161e-002
3 +2.959273148e+001 +2.959273148e+001 +9.199273148e+001 +9.199273148e+001 +2.8033e+000 -3.6634e+000 -6.4426e+000
16 +1.413855613e+000 +1.413855613e+000 +6.381385561e+001 +6.381385561e+001 +8.4600e+000 +4.5529e+000 -8.9581e+000
31 +0.000000000e+000 +0.000000000e+000 +6.240000000e+001 +6.240000000e+001 +9.0757e+000 +5.3698e+000 -4.8665e+001
89573 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 +6.240000000e+001 +1.6702e+308 +1.3518e+296 +2.4157e+307
% function evaluation | noise-free fitness - Fopt (1.145900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.975950190e+001 +9.975950190e+001 +2.143495019e+002 +2.143495019e+002 -2.8370e+000 +8.2767e+000 +5.6119e-001
9 +7.422850627e+001 +7.422850627e+001 +1.888185063e+002 +1.888185063e+002 -1.9479e+000 -7.0685e+000 +2.1176e+000
13 +4.414769975e+001 +4.414769975e+001 +1.587376998e+002 +1.587376998e+002 +9.3784e-002 +4.1553e+000 -3.9898e+000
16 +2.971802517e+001 +2.971802517e+001 +1.443080252e+002 +1.443080252e+002 -2.3364e-001 +3.0744e-001 -4.1832e+000
17 +2.831973675e+001 +2.831973675e+001 +1.429097367e+002 +1.429097367e+002 +8.9572e-001 +2.0911e+000 -6.3384e+000
20 +2.776701926e+001 +2.776701926e+001 +1.423570193e+002 +1.423570193e+002 -1.6134e+000 +2.7098e+000 -1.2937e+001
23 +2.426696654e+001 +2.426696654e+001 +1.388569665e+002 +1.388569665e+002 -1.0523e-001 -5.7947e+000 -3.0628e+000
38 +9.556727241e+000 +9.556727241e+000 +1.241467272e+002 +1.241467272e+002 -2.0513e-002 -3.5525e+000 -5.7074e+000
50 +7.481322505e+000 +7.481322505e+000 +1.220713225e+002 +1.220713225e+002 -3.0598e+000 -3.2477e+000 -7.6821e+000
51 +3.225889527e+000 +3.225889527e+000 +1.178158895e+002 +1.178158895e+002 -1.7741e+000 -9.8545e+000 -1.0586e+001
54 +2.950941051e+000 +2.950941051e+000 +1.175409411e+002 +1.175409411e+002 -2.0491e+000 -9.7406e+000 -6.1397e+000
62 +1.159982205e+000 +1.159982205e+000 +1.157499822e+002 +1.157499822e+002 -3.8400e+000 -1.0072e+001 -6.8083e+000
93 +1.037935789e+000 +1.037935789e+000 +1.156279358e+002 +1.156279358e+002 -3.9621e+000 -1.1446e+001 -7.3670e+000
95 +2.941001700e-001 +2.941001700e-001 +1.148841002e+002 +1.148841002e+002 -4.7059e+000 -1.2436e+001 -8.8202e+000
108 +6.667514576e-002 +6.667514576e-002 +1.146566751e+002 +1.146566751e+002 -4.9333e+000 -1.4090e+001 -8.9440e+000
109 +0.000000000e+000 +0.000000000e+000 +1.145900000e+002 +1.145900000e+002 -5.0136e+000 -1.7351e+001 -1.1884e+001
94627 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 +1.145900000e+002 -6.4753e+307 +7.7500e+307 -2.0433e+305
% function evaluation | noise-free fitness - Fopt (-3.698300000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.461017174e+002 +1.461017174e+002 -2.237282826e+002 -2.237282826e+002 -7.5071e+000 +1.8573e-001 +8.0878e+000
2 +7.066083744e+001 +7.066083744e+001 -2.991691626e+002 -2.991691626e+002 -8.4215e-001 -6.3663e-002 +4.9028e-002
3 +6.119279194e+001 +6.119279194e+001 -3.086372081e+002 -3.086372081e+002 -1.6250e+000 -1.5536e+000 -1.2907e+000
5 +5.228713968e+001 +5.228713968e+001 -3.175428603e+002 -3.175428603e+002 +6.2029e-001 -1.6891e+000 -2.4486e+000
6 +2.880975031e+001 +2.880975031e+001 -3.410202497e+002 -3.410202497e+002 +1.0879e-001 -7.0968e-001 -4.4355e+000
25 +1.904113839e+000 +1.904113839e+000 -3.679258862e+002 -3.679258862e+002 -5.8216e+000 +8.6146e+000 -4.8096e+000
30 +5.560112204e-001 +5.560112204e-001 -3.692739888e+002 -3.692739888e+002 -4.4440e+000 +7.2296e+000 -9.9839e+000
32 +0.000000000e+000 +0.000000000e+000 -3.698300000e+002 -3.698300000e+002 -3.1269e+001 +2.2058e+001 -4.7935e+001
92024 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 -3.698300000e+002 -5.5701e+299 +1.7605e+298 +2.6023e+307
% function evaluation | noise-free fitness - Fopt (1.531800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.874662502e+001 +7.874662502e+001 +2.319266250e+002 +2.319266250e+002 -4.9906e+000 +1.6743e+001 -1.3858e+001
3 +6.502412280e+001 +6.502412280e+001 +2.182041228e+002 +2.182041228e+002 -2.4305e+000 +3.5101e+000 -1.9318e+000
5 +6.117574700e+001 +6.117574700e+001 +2.143557470e+002 +2.143557470e+002 -4.9166e+000 +1.5379e+000 -1.9415e+000
11 +2.650365645e+001 +2.650365645e+001 +1.796836564e+002 +1.796836564e+002 -4.3305e+000 +4.3064e-001 -1.5687e+001
17 +1.709327790e+001 +1.709327790e+001 +1.702732779e+002 +1.702732779e+002 +3.8850e+000 +5.2775e-002 -5.9739e+000
26 +1.075673787e+001 +1.075673787e+001 +1.639367379e+002 +1.639367379e+002 -5.7567e+000 -5.5597e+000 -7.7118e+000
38 +7.887630160e+000 +7.887630160e+000 +1.610676302e+002 +1.610676302e+002 +6.2263e+000 -2.5057e+000 -9.4343e+000
40 +4.338246729e+000 +4.338246729e+000 +1.575182467e+002 +1.575182467e+002 +6.6175e-001 -5.6010e+000 -8.9443e+000
