% function evaluation | noise-free fitness - Fopt (-9.210000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
46 +1.132296248e+000 +1.132296248e+000 +1.543122962e+002 +1.543122962e+002 +3.8677e+000 -1.3868e+001 -8.7579e+000
51 +0.000000000e+000 +0.000000000e+000 +1.531800000e+002 +1.531800000e+002 +1.6456e+001 -4.2943e+001 -1.0087e+001
93422 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 +1.531800000e+002 +5.9850e+300 +6.4681e+307 -1.2466e+305
% function evaluation | noise-free fitness - Fopt (-7.088000000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.038429653e+001 +9.038429653e+001 -6.184157035e+002 -6.184157035e+002 -4.2306e+000 +4.4602e+000 -9.6992e-001
4 +7.239458949e+001 +7.239458949e+001 -6.364054105e+002 -6.364054105e+002 -6.7930e+000 -1.8016e+000 -1.2280e+000
14 +6.423635680e+001 +6.423635680e+001 -6.445636432e+002 -6.445636432e+002 -1.5764e+000 +5.5518e+000 +2.2555e+000
17 +4.924968396e+001 +4.924968396e+001 -6.595503160e+002 -6.595503160e+002 -4.1777e+000 -3.9900e-001 +1.6122e+000
25 +1.907884698e+001 +1.907884698e+001 -6.897211530e+002 -6.897211530e+002 +3.6798e+000 -1.7115e+000 +5.1440e+000
26 +4.971049748e+000 +4.971049748e+000 -7.038289503e+002 -7.038289503e+002 -1.0569e+001 -3.4280e+000 +5.9065e+000
44 +0.000000000e+000 +0.000000000e+000 -7.088000000e+002 -7.088000000e+002 -5.3016e+000 -1.9346e+001 +6.8389e+000
81206 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 -7.088000000e+002 -7.5875e+303 +8.6943e+307 -4.5393e+273
% function evaluation | noise-free fitness - Fopt (8.793000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.256601848e+001 +4.256601848e+001 +1.304960185e+002 +1.304960185e+002 +4.5473e+000 +3.0345e+000 -1.4102e+000
3 +5.499778463e+000 +5.499778463e+000 +9.342977846e+001 +9.342977846e+001 +5.7488e+000 +3.9193e+000 -4.7918e+000
4 +4.580470785e+000 +4.580470785e+000 +9.251047078e+001 +9.251047078e+001 +3.0054e+000 +4.1823e+000 -6.5016e+000
17 +2.116639297e+000 +2.116639297e+000 +9.004663930e+001 +9.004663930e+001 +3.8690e+000 +4.6883e+000 -6.7379e+000
18 +0.000000000e+000 +0.000000000e+000 +8.793000000e+001 +8.793000000e+001 +5.8742e+000 +1.0386e+001 -1.4896e+001
89341 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 +8.793000000e+001 -5.2475e+302 +8.3520e+292 +2.2740e+307
% function evaluation | noise-free fitness - Fopt (3.370000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.355498964e+001 +3.355498964e+001 +6.725498964e+001 +6.725498964e+001 +8.9595e+000 -1.1966e+000 -8.5202e+000
29 +3.226186010e+001 +3.226186010e+001 +6.596186010e+001 +6.596186010e+001 +3.5227e+000 -2.5070e+000 -7.7396e+000
40 +3.144025294e+001 +3.144025294e+001 +6.514025294e+001 +6.514025294e+001 +4.7382e+000 -1.8628e+000 -1.8923e+001
45 +2.116415022e+001 +2.116415022e+001 +5.486415022e+001 +5.486415022e+001 -7.5774e-001 -3.5117e-001 -1.1985e+001
46 +1.958633436e+001 +1.958633436e+001 +5.328633436e+001 +5.328633436e+001 +6.6378e-001 +5.9730e-001 -1.9436e+001
61 +1.144557827e+001 +1.144557827e+001 +4.514557827e+001 +4.514557827e+001 -3.3478e+000 +1.9031e+000 -3.3707e+001
80 +8.425375998e+000 +8.425375998e+000 +4.212537600e+001 +4.212537600e+001 -3.4484e+000 +2.8263e+000 -1.5373e+001
81 +7.329399259e+000 +7.329399259e+000 +4.102939926e+001 +4.102939926e+001 -6.2689e+000 +2.6822e+000 -2.5663e+001
89 +6.873925171e+000 +6.873925171e+000 +4.057392517e+001 +4.057392517e+001 -1.6904e+001 +2.8263e+000 -3.8817e+001
91 +6.660728974e+000 +6.660728974e+000 +4.036072897e+001 +4.036072897e+001 -3.3334e+001 +2.8937e+000 -3.7464e+001
94 +1.666830136e+000 +1.666830136e+000 +3.536683014e+001 +3.536683014e+001 -3.3332e+000 +5.3593e+000 -4.5880e+001
105 +0.000000000e+000 +0.000000000e+000 +3.370000000e+001 +3.370000000e+001 -1.0403e+001 +5.0995e+000 -4.1204e+001
83498 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 +3.370000000e+001 -2.0475e+281 +9.6838e+270 +3.2038e+307
% function evaluation | noise-free fitness - Fopt (-1.618300000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.087952978e+001 +5.087952978e+001 -1.109504702e+002 -1.109504702e+002 -4.2010e+000 -3.6728e+000 -2.7345e+000
2 +4.121141587e+001 +4.121141587e+001 -1.206185841e+002 -1.206185841e+002 -3.4974e+000 -6.1261e+000 -4.5475e+000
4 +3.245769489e+001 +3.245769489e+001 -1.293723051e+002 -1.293723051e+002 -3.9708e-001 -3.8085e+000 -7.6846e+000
5 +2.734379040e+001 +2.734379040e+001 -1.344862096e+002 -1.344862096e+002 -3.1069e-001 +2.6642e-001 -4.2314e+000
10 +2.517156634e+001 +2.517156634e+001 -1.366584337e+002 -1.366584337e+002 -3.1562e+001 -2.9599e+000 -8.6207e+000
12 +9.347440845e+000 +9.347440845e+000 -1.524825592e+002 -1.524825592e+002 -1.0743e+001 +2.0441e+000 -5.1110e+000
23 +8.014986429e+000 +8.014986429e+000 -1.538150136e+002 -1.538150136e+002 -6.6613e+000 +5.6717e+000 -4.1985e+000
37 +5.768852520e+000 +5.768852520e+000 -1.560611475e+002 -1.560611475e+002 +7.6885e-001 +1.0997e+001 -8.4392e+000
38 +0.000000000e+000 +0.000000000e+000 -1.618300000e+002 -1.618300000e+002 -2.7562e+001 +5.0928e+000 -9.5392e+000
88442 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 -1.618300000e+002 -1.4600e+302 +9.2762e+289 +2.3373e+307
