% function evaluation | noise-free fitness - Fopt (2.997000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.808650313e+003 +1.808650313e+003 +1.838620313e+003 +1.838620313e+003 -2.8921e+000 -3.6968e+000 -1.5072e+000 +2.6227e+000 +3.4770e-001
2 +1.616905166e+003 +1.616905166e+003 +1.646875166e+003 +1.646875166e+003 -3.0812e+000 -3.1546e+000 -2.4355e+000 +2.2233e+000 -2.6703e-001
3 +1.429849120e+003 +1.429849120e+003 +1.459819120e+003 +1.459819120e+003 -2.4482e+000 -3.1710e+000 -2.5923e+000 +1.8932e+000 +7.0398e-001
7 +1.366182028e+003 +1.366182028e+003 +1.396152028e+003 +1.396152028e+003 -2.7413e+000 -3.2939e+000 -2.3521e+000 +1.2063e+000 +7.7984e-001
17 +1.319820062e+003 +1.319820062e+003 +1.349790062e+003 +1.349790062e+003 -3.3565e+000 -2.5792e+000 -5.6315e+000 +1.6451e+000 +2.0287e+000
26 +1.077221198e+003 +1.077221198e+003 +1.107191198e+003 +1.107191198e+003 -1.9475e+000 -3.2036e+000 -3.2334e+000 +7.5270e-001 +1.0163e+000
61 +3.582885412e+002 +3.582885412e+002 +3.882585412e+002 +3.882585412e+002 -7.7966e-001 -3.0535e+000 -3.8673e+000 -2.5651e+000 +1.9307e+000
68 +3.424780824e+002 +3.424780824e+002 +3.724480824e+002 +3.724480824e+002 +6.3461e-001 -1.8468e+000 -4.6660e+000 -1.8010e+000 +2.1317e+000
102 +2.651476404e+002 +2.651476404e+002 +2.951176404e+002 +2.951176404e+002 +9.5816e-001 -2.3026e+000 -3.1570e+000 -1.3502e+000 +2.2594e+000
149 +1.738977691e+002 +1.738977691e+002 +2.038677691e+002 +2.038677691e+002 +9.7089e-001 -3.2404e+000 -3.7438e+000 -1.9650e+000 +1.5348e+000
179 +1.408777024e+002 +1.408777024e+002 +1.708477024e+002 +1.708477024e+002 +1.1672e+000 -2.5294e+000 -3.9202e+000 -1.8996e+000 +1.8467e+000
251 +1.012912905e+002 +1.012912905e+002 +1.312612905e+002 +1.312612905e+002 +1.0613e+000 -1.7126e+000 -3.4908e+000 -1.8132e+000 +2.3332e+000
