% function evaluation | noise-free fitness - Fopt (-1.025500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.564389910e+001 +1.564389910e+001 -8.690610090e+001 -8.690610090e+001 -2.1971e-001 -3.0989e-001
7 +1.195018762e+001 +1.195018762e+001 -9.059981238e+001 -9.059981238e+001 +2.1235e+000 +1.2244e+000
12 +7.013595065e+000 +7.013595065e+000 -9.553640493e+001 -9.553640493e+001 +1.9647e+000 +1.7591e+000
14 +1.484964204e+000 +1.484964204e+000 -1.010650358e+002 -1.010650358e+002 +1.8708e+000 +2.2772e-001
33 +4.093288927e-001 +4.093288927e-001 -1.021406711e+002 -1.021406711e+002 +2.8029e+000 +5.4935e-003
47 +2.532211777e-001 +2.532211777e-001 -1.022967788e+002 -1.022967788e+002 +1.1206e+000 +3.9108e-002
118 +5.409872992e-002 +5.409872992e-002 -1.024959013e+002 -1.024959013e+002 +3.8398e-001 -4.4950e-001
146 +2.074022449e-002 +2.074022449e-002 -1.025292598e+002 -1.025292598e+002 +1.8284e+000 -1.7597e-001
249 +1.570813368e-002 +1.570813368e-002 -1.025342919e+002 -1.025342919e+002 +2.3223e+000 +1.3546e-001
% function evaluation | noise-free fitness - Fopt (7.169000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.462187383e+001 +2.462187383e+001 +9.631187383e+001 +9.631187383e+001 -7.9712e-001 +4.3038e+000
4 +1.409957502e+001 +1.409957502e+001 +8.578957502e+001 +8.578957502e+001 +3.5531e+000 -2.9258e+000
5 +1.256443084e+001 +1.256443084e+001 +8.425443084e+001 +8.425443084e+001 -2.0414e+000 +6.1821e+000
13 +1.152126464e+001 +1.152126464e+001 +8.321126464e+001 +8.321126464e+001 -1.3992e+000 +5.2445e+000
17 +5.405203576e+000 +5.405203576e+000 +7.709520358e+001 +7.709520358e+001 -2.3889e+000 +5.7636e-001
21 +4.920844034e+000 +4.920844034e+000 +7.661084403e+001 +7.661084403e+001 -3.1777e+000 +3.0877e+000
27 +3.158711669e+000 +3.158711669e+000 +7.484871167e+001 +7.484871167e+001 -1.2667e+000 +2.8299e-001
31 +9.578819550e-001 +9.578819550e-001 +7.264788195e+001 +7.264788195e+001 -1.8695e+000 +1.7220e+000
71 +3.898569163e-001 +3.898569163e-001 +7.207985692e+001 +7.207985692e+001 +5.1913e-003 -2.1731e-001
114 +2.845113575e-001 +2.845113575e-001 +7.197451136e+001 +7.197451136e+001 -1.9667e-001 +5.7200e-001
261 +2.118679238e-001 +2.118679238e-001 +7.190186792e+001 +7.190186792e+001 -7.6878e-001 +1.4124e+001
