% function evaluation | noise-free fitness - Fopt (1.000000000000e+003) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.862981434e+003 +3.862981434e+003 +4.862981434e+003 +4.862981434e+003 -9.1206e+000 -3.9602e-001 -1.1512e+001 -4.3402e+000 +1.1487e+000 +1.3200e+000 +3.3964e-001 +3.0654e+000 +4.7163e+000 +6.1654e+000
2 +1.017315688e+003 +1.017315688e+003 +2.017315688e+003 +2.017315688e+003 +6.3815e-001 -3.9046e+000 -8.8781e+000 +3.8776e+000 -4.6966e+000 +8.8879e-001 -3.8670e-001 -3.1400e+000 +4.8266e+000 -4.6283e-004
7 +7.962444777e+002 +7.962444777e+002 +1.796244478e+003 +1.796244478e+003 -3.3626e+000 +1.6908e+000 -5.8311e+000 +6.8640e-001 -4.3105e+000 -1.9228e+000 -4.6419e-002 +4.1075e+000 +4.8874e+000 +1.2666e+000
8 +7.464406153e+002 +7.464406153e+002 +1.746440615e+003 +1.746440615e+003 -1.8616e+000 -1.5234e+000 -2.0162e+000 +5.3487e+000 -5.5800e+000 -5.0759e+000 -2.2121e+000 +5.7049e+000 +3.5636e+000 +6.9094e+000
10 +6.088104869e+002 +6.088104869e+002 +1.608810487e+003 +1.608810487e+003 -1.0723e+000 +1.4067e+000 -5.8220e+000 -1.1433e+000 -4.9067e+000 -1.5755e+000 -1.2167e-001 +1.4489e+000 +3.3603e+000 +2.7120e+000
17 +5.218735712e+002 +5.218735712e+002 +1.521873571e+003 +1.521873571e+003 -3.6431e+000 -1.0643e+000 -2.7731e+000 -1.6457e+000 -5.3537e+000 -3.7348e+000 -6.1239e+000 +3.2026e+000 +3.7118e+000 +1.6412e-001
40 +5.053204248e+002 +5.053204248e+002 +1.505320425e+003 +1.505320425e+003 -1.2034e-001 +3.8900e+000 -1.7782e+000 +3.8580e+000 -3.1973e+000 -3.2253e+000 -8.4071e+000 +1.1830e+000 -9.1308e-001 -9.5189e-001
53 +4.237330926e+002 +4.237330926e+002 +1.423733093e+003 +1.423733093e+003 -2.1919e+000 +1.1446e+000 +5.3235e+000 +8.3511e-001 -4.0747e+000 -3.2674e+000 -4.3962e+000 -4.4335e-001 +2.8962e+000 +1.1336e+000
66 +3.770093215e+002 +3.770093215e+002 +1.377009322e+003 +1.377009322e+003 -6.5468e+000 +1.0130e+000 -3.0704e-001 +4.7468e-001 -4.2490e+000 -4.4256e+000 -2.9828e+000 -8.3703e-001 +8.2005e-001 +8.7733e-001
103 +3.531904571e+002 +3.531904571e+002 +1.353190457e+003 +1.353190457e+003 +3.2312e+000 -2.1276e-001 -2.5767e-001 -1.9446e+000 -2.5759e+000 -3.9525e+000 -1.3750e+000 +9.7720e-001 +1.6956e+000 -6.6798e-001
