% function evaluation | noise-free fitness - Fopt (1.000000000000e+003) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.762200335e+002 +3.762200335e+002 +1.376220034e+003 +1.376220034e+003 -3.9234e+000 -7.0101e-001 -1.2405e+000 +3.3765e-001 +4.2201e-001
2 +3.455629649e+002 +3.455629649e+002 +1.345562965e+003 +1.345562965e+003 -3.3932e+000 -1.9380e-001 -1.9369e+000 +6.4961e-001 +8.6806e-001
8 +2.737886895e+002 +2.737886895e+002 +1.273788690e+003 +1.273788690e+003 -4.0778e+000 -1.3493e-002 -1.6538e+000 +1.6597e+000 +1.2784e+000
29 +2.438539483e+002 +2.438539483e+002 +1.243853948e+003 +1.243853948e+003 +2.3567e-002 -2.5180e-001 +4.6184e-001 +1.9064e+000 +3.9179e-001
33 +1.458063491e+002 +1.458063491e+002 +1.145806349e+003 +1.145806349e+003 -3.7653e+000 -1.6631e-001 +1.2280e-001 +2.2316e+000 +2.6034e+000
74 +1.437078107e+002 +1.437078107e+002 +1.143707811e+003 +1.143707811e+003 -1.2736e+000 +2.1935e+000 +7.5854e-002 +1.9093e+000 +2.1978e+000
76 +1.163106652e+002 +1.163106652e+002 +1.116310665e+003 +1.116310665e+003 -4.8516e+000 +6.5196e-001 +1.2381e+000 +1.7348e+000 +2.4786e+000
77 +1.112262613e+002 +1.112262613e+002 +1.111226261e+003 +1.111226261e+003 -2.4152e+000 +3.3333e-001 +2.0216e+000 +1.9565e+000 +1.3409e+000
80 +1.093353155e+002 +1.093353155e+002 +1.109335315e+003 +1.109335315e+003 -2.0635e+000 +1.0533e+000 +4.0186e-001 +2.4171e+000 +2.4035e+000
98 +9.171378429e+001 +9.171378429e+001 +1.091713784e+003 +1.091713784e+003 -4.2254e+000 +4.5702e-001 +3.1360e+000 +2.4525e+000 +2.7711e+000
99 +8.251849898e+001 +8.251849898e+001 +1.082518499e+003 +1.082518499e+003 -3.7330e+000 +7.6550e-001 +2.3171e+000 +1.6584e+000 +2.7973e+000
106 +7.385627298e+001 +7.385627298e+001 +1.073856273e+003 +1.073856273e+003 -3.5030e+000 +6.4527e-001 +2.7513e+000 +2.2203e+000 +1.9240e+000
138 +5.676838729e+001 +5.676838729e+001 +1.056768387e+003 +1.056768387e+003 -1.2182e+000 +2.5389e+000 +2.5228e+000 +2.2722e+000 +2.5478e+000
172 +4.855337116e+001 +4.855337116e+001 +1.048553371e+003 +1.048553371e+003 -3.0910e+000 +1.9496e+000 +3.6650e+000 +2.1281e+000 +3.3438e+000
187 +4.592755154e+001 +4.592755154e+001 +1.045927552e+003 +1.045927552e+003 -4.4833e+000 +2.9470e+000 +4.0329e+000 +2.4284e+000 +2.6812e+000
