% function evaluation | noise-free fitness - Fopt (-9.210000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.827581069e+001 +3.827581069e+001 +2.906581069e+001 +2.906581069e+001 +1.3940e-001 +2.6936e-001 +3.1544e+000
2 +2.936749967e+001 +2.936749967e+001 +2.015749967e+001 +2.015749967e+001 +1.9073e+000 -2.2556e+000 +4.6669e+000
3 +2.262137593e+001 +2.262137593e+001 +1.341137593e+001 +1.341137593e+001 +5.5977e-001 -7.4938e-001 +5.1569e+000
18 +2.086138018e+001 +2.086138018e+001 +1.165138018e+001 +1.165138018e+001 +9.5117e-001 -3.1659e-001 +5.0225e+000
20 +1.979186766e+001 +1.979186766e+001 +1.058186766e+001 +1.058186766e+001 +9.4934e-001 +2.2193e-002 +5.0320e+000
33 +1.909712489e+001 +1.909712489e+001 +9.887124888e+000 +9.887124888e+000 +9.7452e-001 +6.8052e-001 +4.8588e+000
34 +1.836930866e+001 +1.836930866e+001 +9.159308661e+000 +9.159308661e+000 +1.0858e+000 +4.2890e-001 +5.1210e+000
42 +1.557921550e+001 +1.557921550e+001 +6.369215496e+000 +6.369215496e+000 +7.9290e-001 +1.4038e+000 +6.3096e+000
52 +1.133486532e+001 +1.133486532e+001 +2.124865318e+000 +2.124865318e+000 +9.2084e-001 +2.7055e+000 +5.6405e+000
68 +5.802073967e+000 +5.802073967e+000 -3.407926033e+000 -3.407926033e+000 +7.5239e-001 +4.6964e+000 +4.9406e+000
80 +4.041150871e+000 +4.041150871e+000 -5.168849129e+000 -5.168849129e+000 +9.5885e-001 +7.9375e+000 +5.0271e+000
95 +3.955536090e+000 +3.955536090e+000 -5.254463910e+000 -5.254463910e+000 +1.0445e+000 +5.2378e+000 +6.2440e+000
106 +3.871101746e+000 +3.871101746e+000 -5.338898254e+000 -5.338898254e+000 +1.1289e+000 +7.2777e+000 +5.6711e+000
109 +3.617568009e+000 +3.617568009e+000 -5.592431991e+000 -5.592431991e+000 +1.3824e+000 +2.9793e+001 +6.0475e+000
117 +3.039910986e+000 +3.039910986e+000 -6.170089014e+000 -6.170089014e+000 +1.9601e+000 +1.2349e+001 +6.5349e+000
126 +2.718385096e+000 +2.718385096e+000 -6.491614904e+000 -6.491614904e+000 +2.2816e+000 +1.2286e+001 +6.0986e+000
145 +1.861662510e+000 +1.861662510e+000 -7.348337490e+000 -7.348337490e+000 +3.1383e+000 +3.5884e+001 +5.2126e+000
148 +1.570625889e+000 +1.570625889e+000 -7.639374111e+000 -7.639374111e+000 +3.4294e+000 +2.7175e+001 +7.0135e+000
157 +1.090604160e+000 +1.090604160e+000 -8.119395840e+000 -8.119395840e+000 +3.9094e+000 +8.4996e+001 +1.0222e+001
161 +6.638172805e-001 +6.638172805e-001 -8.546182720e+000 -8.546182720e+000 +4.3362e+000 +4.7661e+001 +6.6636e+000
169 +0.000000000e+000 +0.000000000e+000 -9.210000000e+000 -9.210000000e+000 +5.9291e+000 +1.5810e+002 +9.0308e+000
85231 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 -9.210000000e+000 +1.5076e+275 +8.6149e+277 -5.7959e+307
% function evaluation | noise-free fitness - Fopt (6.559900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.374220502e+001 +3.374220502e+001 +6.897322050e+002 +6.897322050e+002 +1.4873e+000 +4.4112e+000 -4.9531e+000
7 +3.287111808e+001 +3.287111808e+001 +6.888611181e+002 +6.888611181e+002 +2.4867e+000 +4.6000e+000 -8.8833e+000
16 +2.998511485e+001 +2.998511485e+001 +6.859751148e+002 +6.859751148e+002 +2.8221e-001 +2.9902e+000 -6.1439e+000
30 +2.928180296e+001 +2.928180296e+001 +6.852718030e+002 +6.852718030e+002 +1.9880e+000 +3.3073e+000 -5.0443e+000
34 +2.421534180e+001 +2.421534180e+001 +6.802053418e+002 +6.802053418e+002 +3.3171e+001 +2.6576e+000 -1.4408e+001
52 +2.374041976e+001 +2.374041976e+001 +6.797304198e+002 +6.797304198e+002 +5.8610e+001 +2.5074e+000 -4.0530e+001
53 +2.057915062e+001 +2.057915062e+001 +6.765691506e+002 +6.765691506e+002 +2.3981e+001 +1.5077e+000 -1.3378e+001
62 +0.000000000e+000 +0.000000000e+000 +6.559900000e+002 +6.559900000e+002 +6.4474e+001 -8.2581e+000 -2.8063e+001
93535 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 +6.559900000e+002 +1.5938e+308 -1.3748e+304 +2.9232e+307
% function evaluation | noise-free fitness - Fopt (6.671000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.597349131e+001 +2.597349131e+001 +9.268349131e+001 +9.268349131e+001 +3.7510e+000 -8.7615e-001 -4.5818e+000
