% function evaluation | noise-free fitness - Fopt (-1.694000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.562904456e+001 +8.562904456e+001 +6.868904456e+001 +6.868904456e+001 +2.4488e+000 -1.2428e+000 -4.7815e+000 +9.3746e-001 -4.2396e-001
2 +6.889900909e+001 +6.889900909e+001 +5.195900909e+001 +5.195900909e+001 +2.1863e+000 -9.7853e-001 -5.2202e+000 +1.3063e+000 -1.1497e+000
4 +6.272471647e+001 +6.272471647e+001 +4.578471647e+001 +4.578471647e+001 +3.9467e-001 -1.3279e+000 -4.9694e+000 +1.7591e+000 -1.3352e+000
7 +3.558640678e+001 +3.558640678e+001 +1.864640678e+001 +1.864640678e+001 +1.0142e+000 -9.7666e-001 -4.6576e+000 +7.2248e-001 -7.1555e-001
15 +3.253061618e+001 +3.253061618e+001 +1.559061618e+001 +1.559061618e+001 +9.1210e-001 -4.8872e-001 -4.1224e+000 +1.4767e+000 -9.8914e-001
18 +3.173424671e+001 +3.173424671e+001 +1.479424671e+001 +1.479424671e+001 +4.3434e-001 -1.0235e+000 -5.0683e+000 +2.1102e+000 -9.3930e-001
30 +2.482152803e+001 +2.482152803e+001 +7.881528028e+000 +7.881528028e+000 +4.8454e-002 +5.1182e-001 -4.3867e+000 +1.5326e+000 -1.5015e+000
34 +2.165194737e+001 +2.165194737e+001 +4.711947375e+000 +4.711947375e+000 -2.1602e-001 -9.1970e-002 -4.3929e+000 +3.4711e+000 -7.7667e-001
60 +1.541582696e+001 +1.541582696e+001 -1.524173044e+000 -1.524173044e+000 +1.1982e+000 -5.5684e-001 -2.4865e+000 +2.5510e+000 -3.6904e-001
74 +7.095916715e+000 +7.095916715e+000 -9.844083285e+000 -9.844083285e+000 +1.0737e+000 -4.0940e-001 -3.2453e+000 +3.4562e+000 +5.2292e-001
114 +6.558808926e+000 +6.558808926e+000 -1.038119107e+001 -1.038119107e+001 +9.9600e-001 -3.0408e-001 -3.2584e+000 +3.2871e+000 +9.0345e-001
275 +6.272002936e+000 +6.272002936e+000 -1.066799706e+001 -1.066799706e+001 +9.7507e-001 -6.0189e-002 -3.1100e+000 +3.8522e+000 +1.7180e-001
291 +5.973010057e+000 +5.973010057e+000 -1.096698994e+001 -1.096698994e+001 +9.4973e-001 +5.0834e-001 -2.9261e+000 +3.4154e+000 +5.6194e-002
294 +5.419212651e+000 +5.419212651e+000 -1.152078735e+001 -1.152078735e+001 +9.9185e-001 +4.1348e-001 -2.9232e+000 +3.3186e+000 +1.5584e-001
369 +4.512563687e+000 +4.512563687e+000 -1.242743631e+001 -1.242743631e+001 +1.2159e+000 +2.8787e-001 -2.8754e+000 +3.4191e+000 +2.8103e-001
432 +3.908065846e+000 +3.908065846e+000 -1.303193415e+001 -1.303193415e+001 +1.0498e+000 -3.0988e-001 -2.9042e+000 +3.7624e+000 +2.5884e-001
471 +3.393981278e+000 +3.393981278e+000 -1.354601872e+001 -1.354601872e+001 +9.1534e-001 +4.5072e-002 -2.9379e+000 +3.5870e+000 +2.2726e-001
579 +3.184921531e+000 +3.184921531e+000 -1.375507847e+001 -1.375507847e+001 +1.1876e+000 -1.9961e-001 -2.9215e+000 +3.6315e+000 +4.4143e-001
598 +1.706636207e+000 +1.706636207e+000 -1.523336379e+001 -1.523336379e+001 +1.3421e+000 -1.7314e-001 -2.8602e+000 +3.5652e+000 +5.8274e-001
693 +1.447673093e+000 +1.447673093e+000 -1.549232691e+001 -1.549232691e+001 +1.3526e+000 -1.6184e-001 -2.8455e+000 +3.5623e+000 +5.5193e-001
751 +1.180199733e+000 +1.180199733e+000 -1.575980027e+001 -1.575980027e+001 +1.3583e+000 -1.5343e-001 -2.8648e+000 +3.5412e+000 +5.9871e-001
787 +1.134118184e+000 +1.134118184e+000 -1.580588182e+001 -1.580588182e+001 +1.3482e+000 -1.6633e-001 -2.8849e+000 +3.5367e+000 +6.0229e-001
