% function evaluation | noise-free fitness - Fopt (-5.235000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.989769807e+000 +2.989769807e+000 -4.936023019e+001 -4.936023019e+001 +1.8421e+000 -1.7348e+000
5 +1.037300875e+000 +1.037300875e+000 -5.131269912e+001 -5.131269912e+001 +7.8345e-002 -7.8579e-001
6 +5.316725491e-001 +5.316725491e-001 -5.181832745e+001 -5.181832745e+001 -2.8593e-001 -1.7981e+000
19 +2.353634374e-002 +2.353634374e-002 -5.232646366e+001 -5.232646366e+001 -7.9602e-001 -1.4429e+000
44 +5.330640703e-003 +5.330640703e-003 -5.234466936e+001 -5.234466936e+001 -8.8736e-001 -1.2085e+000
79 +1.221969131e-003 +1.221969131e-003 -5.234877803e+001 -5.234877803e+001 -8.9562e-001 -1.1541e+000
127 +6.661404090e-004 +6.661404090e-004 -5.234933386e+001 -5.234933386e+001 -8.9460e-001 -1.1622e+000
191 +6.101608839e-004 +6.101608839e-004 -5.234938984e+001 -5.234938984e+001 -8.9281e-001 -1.1667e+000
192 +5.339191902e-004 +5.339191902e-004 -5.234946608e+001 -5.234946608e+001 -8.9320e-001 -1.1668e+000
222 +5.219890861e-004 +5.219890861e-004 -5.234947801e+001 -5.234947801e+001 -8.9305e-001 -1.1671e+000
463 +5.116984489e-004 +5.116984489e-004 -5.234948830e+001 -5.234948830e+001 -8.9292e-001 -1.1677e+000
598 +4.999402763e-004 +4.999402763e-004 -5.234950006e+001 -5.234950006e+001 -8.9275e-001 -1.1682e+000
649 +4.894973156e-004 +4.894973156e-004 -5.234951050e+001 -5.234951050e+001 -8.9260e-001 -1.1687e+000
722 +4.777352872e-004 +4.777352872e-004 -5.234952226e+001 -5.234952226e+001 -8.9241e-001 -1.1694e+000
852 +4.676467646e-004 +4.676467646e-004 -5.234953235e+001 -5.234953235e+001 -8.9229e-001 -1.1701e+000
986 +4.545123250e-004 +4.545123250e-004 -5.234954549e+001 -5.234954549e+001 -8.9210e-001 -1.1708e+000
1002 +4.384159298e-004 +4.384159298e-004 -5.234956158e+001 -5.234956158e+001 -8.9185e-001 -1.1717e+000
1015 +4.340369243e-004 +4.340369243e-004 -5.234956596e+001 -5.234956596e+001 -8.9170e-001 -1.1718e+000
1035 +4.225428504e-004 +4.225428504e-004 -5.234957746e+001 -5.234957746e+001 -8.9162e-001 -1.1724e+000
1042 +4.126140958e-004 +4.126140958e-004 -5.234958739e+001 -5.234958739e+001 -8.9144e-001 -1.1729e+000
1141 +4.066285528e-004 +4.066285528e-004 -5.234959337e+001 -5.234959337e+001 -8.9134e-001 -1.1733e+000
1386 +3.971729868e-004 +3.971729868e-004 -5.234960283e+001 -5.234960283e+001 -8.9121e-001 -1.1740e+000
% function evaluation | noise-free fitness - Fopt (-1.795400000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.624434635e+001 +2.624434635e+001 -1.532956537e+002 -1.532956537e+002 -4.9256e-001 -2.1669e+000
9 +4.321863356e+000 +4.321863356e+000 -1.752181366e+002 -1.752181366e+002 -2.9483e+000 +2.6865e+000
11 +3.104710999e+000 +3.104710999e+000 -1.764352890e+002 -1.764352890e+002 -2.0078e+000 +1.8554e+000
13 +9.230796663e-001 +9.230796663e-001 -1.786169203e+002 -1.786169203e+002 +1.8447e+000 +5.6157e-001
16 +8.150660650e-001 +8.150660650e-001 -1.787249339e+002 -1.787249339e+002 -1.7462e-001 +1.8159e-001
28 +3.376111756e-001 +3.376111756e-001 -1.792023888e+002 -1.792023888e+002 +2.8000e-001 +1.5600e-001
69 +1.392462261e-003 +1.392462261e-003 -1.795386075e+002 -1.795386075e+002 +8.4113e-001 +6.0351e-001
179 +4.425449667e-004 +4.425449667e-004 -1.795395575e+002 -1.795395575e+002 +8.0431e-001 +5.3527e-001
198 +2.013337243e-004 +2.013337243e-004 -1.795397987e+002 -1.795397987e+002 +8.1669e-001 +5.5858e-001
204 +1.576183299e-004 +1.576183299e-004 -1.795398424e+002 -1.795398424e+002 +8.1761e-001 +5.6015e-001
275 +9.379813093e-005 +9.379813093e-005 -1.795399062e+002 -1.795399062e+002 +8.1275e-001 +5.5049e-001
276 +8.749013963e-005 +8.749013963e-005 -1.795399125e+002 -1.795399125e+002 +8.1400e-001 +5.5302e-001
282 +7.574775100e-005 +7.574775100e-005 -1.795399243e+002 -1.795399243e+002 +8.1280e-001 +5.5075e-001
% function evaluation | noise-free fitness - Fopt (7.731000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.964887527e+002 +1.964887527e+002 +2.737987527e+002 +2.737987527e+002 -5.5071e+000 -6.0766e+000
2 +1.275368906e+001 +1.275368906e+001 +9.006368906e+001 +9.006368906e+001 -2.1373e+000 -2.7600e+000
7 +6.205349505e+000 +6.205349505e+000 +8.351534951e+001 +8.351534951e+001 -5.3163e+000 -5.4862e-001
15 +5.840168000e+000 +5.840168000e+000 +8.315016800e+001 +8.315016800e+001 -4.9212e+000 -1.6476e-002
18 +5.038069547e+000 +5.038069547e+000 +8.234806955e+001 +8.234806955e+001 -4.0860e+000 -1.3424e+000
33 +4.828757145e+000 +4.828757145e+000 +8.213875714e+001 +8.213875714e+001 -3.9203e+000 -2.3428e-001
37 +3.441103315e+000 +3.441103315e+000 +8.075110331e+001 +8.075110331e+001 -2.2732e+000 +6.2578e-001
47 +3.278808125e+000 +3.278808125e+000 +8.058880812e+001 +8.058880812e+001 -2.3947e+000 -1.1645e+000
49 +1.750696646e+000 +1.750696646e+000 +7.906069665e+001 +7.906069665e+001 +2.6314e+000 -9.1846e-001
55 +5.238330353e-001 +5.238330353e-001 +7.783383304e+001 +7.783383304e+001 +1.4092e+000 -8.0106e-001
61 +9.322498595e-002 +9.322498595e-002 +7.740322499e+001 +7.740322499e+001 +8.1593e-001 -3.6857e-001
66 +6.274457972e-002 +6.274457972e-002 +7.737274458e+001 +7.737274458e+001 +8.4706e-001 -3.6757e-001
73 +5.525725861e-002 +5.525725861e-002 +7.736525726e+001 +7.736525726e+001 +8.3200e-001 -7.5230e-001
76 +3.721875622e-002 +3.721875622e-002 +7.734721876e+001 +7.734721876e+001 +9.2204e-001 -2.7817e-001
82 +1.293549594e-002 +1.293549594e-002 +7.732293550e+001 +7.732293550e+001 +8.9893e-001 -3.9216e-001
83 +1.548530649e-003 +1.548530649e-003 +7.731154853e+001 +7.731154853e+001 +9.0095e-001 -5.3059e-001
112 +1.421106177e-003 +1.421106177e-003 +7.731142111e+001 +7.731142111e+001 +9.0173e-001 -4.9765e-001
173 +1.047920222e-003 +1.047920222e-003 +7.731104792e+001 +7.731104792e+001 +9.0052e-001 -5.2798e-001
180 +1.022362048e-003 +1.022362048e-003 +7.731102236e+001 +7.731102236e+001 +9.0100e-001 -5.1054e-001
188 +9.933594093e-004 +9.933594093e-004 +7.731099336e+001 +7.731099336e+001 +9.0078e-001 -5.1981e-001
189 +8.986018896e-004 +8.986018896e-004 +7.731089860e+001 +7.731089860e+001 +9.0006e-001 -5.1387e-001
194 +8.318953400e-004 +8.318953400e-004 +7.731083190e+001 +7.731083190e+001 +9.0056e-001 -5.1801e-001
202 +7.364217311e-004 +7.364217311e-004 +7.731073642e+001 +7.731073642e+001 +8.9977e-001 -5.2005e-001
212 +6.480015359e-004 +6.480015359e-004 +7.731064800e+001 +7.731064800e+001 +9.0009e-001 -5.2347e-001
229 +5.994962335e-004 +5.994962335e-004 +7.731059950e+001 +7.731059950e+001 +8.9963e-001 -5.3618e-001
231 +3.746605790e-004 +3.746605790e-004 +7.731037466e+001 +7.731037466e+001 +8.9915e-001 -5.3604e-001
232 +2.808881632e-004 +2.808881632e-004 +7.731028089e+001 +7.731028089e+001 +8.9869e-001 -5.4334e-001
245 +2.705298695e-004 +2.705298695e-004 +7.731027053e+001 +7.731027053e+001 +8.9873e-001 -5.4352e-001
251 +2.138823618e-004 +2.138823618e-004 +7.731021388e+001 +7.731021388e+001 +8.9835e-001 -5.4948e-001
312 +2.096607624e-004 +2.096607624e-004 +7.731020966e+001 +7.731020966e+001 +8.9841e-001 -5.4904e-001
331 +2.044106837e-004 +2.044106837e-004 +7.731020441e+001 +7.731020441e+001 +8.9846e-001 -5.4982e-001
341 +2.022448122e-004 +2.022448122e-004 +7.731020224e+001 +7.731020224e+001 +8.9843e-001 -5.4939e-001
348 +1.992339723e-004 +1.992339723e-004 +7.731019923e+001 +7.731019923e+001 +8.9843e-001 -5.4983e-001
395 +1.942400758e-004 +1.942400758e-004 +7.731019424e+001 +7.731019424e+001 +8.9839e-001 -5.5018e-001
420 +1.810759587e-004 +1.810759587e-004 +7.731018108e+001 +7.731018108e+001 +8.9831e-001 -5.5270e-001
439 +1.771322191e-004 +1.771322191e-004 +7.731017713e+001 +7.731017713e+001 +8.9824e-001 -5.5227e-001
444 +1.737677807e-004 +1.737677807e-004 +7.731017377e+001 +7.731017377e+001 +8.9829e-001 -5.5269e-001
472 +1.697319415e-004 +1.697319415e-004 +7.731016973e+001 +7.731016973e+001 +8.9826e-001 -5.5299e-001
483 +1.639969097e-004 +1.639969097e-004 +7.731016400e+001 +7.731016400e+001 +8.9820e-001 -5.5336e-001
522 +1.616165969e-004 +1.616165969e-004 +7.731016162e+001 +7.731016162e+001 +8.9821e-001 -5.5387e-001
531 +1.569885515e-004 +1.569885515e-004 +7.731015699e+001 +7.731015699e+001 +8.9817e-001 -5.5414e-001
562 +1.547637205e-004 +1.547637205e-004 +7.731015476e+001 +7.731015476e+001 +8.9816e-001 -5.5444e-001
586 +1.501940279e-004 +1.501940279e-004 +7.731015019e+001 +7.731015019e+001 +8.9813e-001 -5.5498e-001
597 +1.449932738e-004 +1.449932738e-004 +7.731014499e+001 +7.731014499e+001 +8.9810e-001 -5.5555e-001
626 +1.427704015e-004 +1.427704015e-004 +7.731014277e+001 +7.731014277e+001 +8.9808e-001 -5.5584e-001
672 +1.406640680e-004 +1.406640680e-004 +7.731014066e+001 +7.731014066e+001 +8.9807e-001 -5.5609e-001
704 +1.377635676e-004 +1.377635676e-004 +7.731013776e+001 +7.731013776e+001 +8.9803e-001 -5.5647e-001
740 +1.347573871e-004 +1.347573871e-004 +7.731013476e+001 +7.731013476e+001 +8.9803e-001 -5.5683e-001
797 +1.310293341e-004 +1.310293341e-004 +7.731013103e+001 +7.731013103e+001 +8.9800e-001 -5.5744e-001
891 +1.261862481e-004 +1.261862481e-004 +7.731012619e+001 +7.731012619e+001 +8.9796e-001 -5.5793e-001
902 +1.233916446e-004 +1.233916446e-004 +7.731012339e+001 +7.731012339e+001 +8.9795e-001 -5.5852e-001
903 +9.343787924e-005 +9.343787924e-005 +7.731009344e+001 +7.731009344e+001 +8.9767e-001 -5.6380e-001
932 +8.747186679e-005 +8.747186679e-005 +7.731008747e+001 +7.731008747e+001 +8.9765e-001 -5.6374e-001
1011 +8.552311910e-005 +8.552311910e-005 +7.731008552e+001 +7.731008552e+001 +8.9763e-001 -5.6401e-001
1021 +8.473811158e-005 +8.473811158e-005 +7.731008474e+001 +7.731008474e+001 +8.9756e-001 -5.6473e-001
1048 +8.294817249e-005 +8.294817249e-005 +7.731008295e+001 +7.731008295e+001 +8.9760e-001 -5.6453e-001
1075 +8.073773176e-005 +8.073773176e-005 +7.731008074e+001 +7.731008074e+001 +8.9758e-001 -5.6485e-001
1113 +7.936127828e-005 +7.936127828e-005 +7.731007936e+001 +7.731007936e+001 +8.9757e-001 -5.6509e-001
1248 +7.744647186e-005 +7.744647186e-005 +7.731007745e+001 +7.731007745e+001 +8.9755e-001 -5.6556e-001
1405 +7.484451999e-005 +7.484451999e-005 +7.731007484e+001 +7.731007484e+001 +8.9752e-001 -5.6607e-001
1496 +7.378265614e-005 +7.378265614e-005 +7.731007378e+001 +7.731007378e+001 +8.9750e-001 -5.6616e-001
1525 +7.240156312e-005 +7.240156312e-005 +7.731007240e+001 +7.731007240e+001 +8.9750e-001 -5.6640e-001
% function evaluation | noise-free fitness - Fopt (3.992000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.317909956e+002 +2.317909956e+002 +2.717109956e+002 +2.717109956e+002 +6.2287e-001 -8.3734e+000
4 +6.985855212e+000 +6.985855212e+000 +4.690585521e+001 +4.690585521e+001 -2.5848e+000 -3.6120e+000
12 +2.145181842e+000 +2.145181842e+000 +4.206518184e+001 +4.206518184e+001 +3.0978e+000 -2.5614e+000
63 +1.883507579e+000 +1.883507579e+000 +4.180350758e+001 +4.180350758e+001 +2.5551e+000 -2.4208e+000
79 +1.325648384e+000 +1.325648384e+000 +4.124564838e+001 +4.124564838e+001 +2.7426e+000 -1.6734e+000
84 +1.241662440e+000 +1.241662440e+000 +4.116166244e+001 +4.116166244e+001 +2.6145e+000 -8.4885e-001
