% function evaluation | noise-free fitness - Fopt (-5.465000000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.210514527e+004 +1.210514527e+004 +1.155864527e+004 +1.155864527e+004 -7.1074e-001 +1.9692e+000 +4.0033e+000
2 +1.174225087e+004 +1.174225087e+004 +1.119575087e+004 +1.119575087e+004 +3.0068e-001 +1.2981e-001 +4.4370e+000
5 +6.900315551e+003 +6.900315551e+003 +6.353815551e+003 +6.353815551e+003 +5.6026e-001 +4.3587e-001 +3.9596e+000
19 +6.123135082e+003 +6.123135082e+003 +5.576635082e+003 +5.576635082e+003 -3.1871e-001 +1.1613e-001 +3.9633e+000
21 +2.237296767e+003 +2.237296767e+003 +1.690796767e+003 +1.690796767e+003 -7.2989e-001 -3.0958e-001 +3.5747e+000
33 +9.614144607e+002 +9.614144607e+002 +4.149144607e+002 +4.149144607e+002 -4.3423e-001 +1.4900e-001 +3.2075e+000
42 +3.846953389e+002 +3.846953389e+002 -1.618046611e+002 -1.618046611e+002 -3.3886e-001 -1.9835e-001 +3.1032e+000
50 +1.259867017e+002 +1.259867017e+002 -4.205132983e+002 -4.205132983e+002 -1.5477e+000 +8.3564e-001 +2.7202e+000
51 +6.042100923e+001 +6.042100923e+001 -4.860789908e+002 -4.860789908e+002 -9.0313e-001 +5.2029e-001 +2.7432e+000
52 +4.150727414e+000 +4.150727414e+000 -5.423492726e+002 -5.423492726e+002 -6.0152e-001 +8.6382e-001 +2.3293e+000
59 +3.812018043e+000 +3.812018043e+000 -5.426879820e+002 -5.426879820e+002 -8.9755e-001 +9.8108e-001 +1.7413e+000
62 +3.286437475e+000 +3.286437475e+000 -5.432135625e+002 -5.432135625e+002 -8.1113e-001 +8.2560e-001 +2.0958e+000
104 +3.220909249e+000 +3.220909249e+000 -5.432790908e+002 -5.432790908e+002 -6.2900e-002 +6.8571e-001 +2.1486e+000
111 +2.061436662e+000 +2.061436662e+000 -5.444385633e+002 -5.444385633e+002 -1.1646e+000 +8.2026e-001 +2.4239e+000
151 +1.511764582e+000 +1.511764582e+000 -5.449882354e+002 -5.449882354e+002 -1.9270e+000 +6.3200e-001 +2.4629e+000
175 +1.302680542e+000 +1.302680542e+000 -5.451973195e+002 -5.451973195e+002 -2.0136e+000 +5.7787e-001 +2.4547e+000
595 +1.261639794e+000 +1.261639794e+000 -5.452383602e+002 -5.452383602e+002 -2.1285e+000 +1.1206e+000 +2.3669e+000
678 +1.179229546e+000 +1.179229546e+000 -5.453207705e+002 -5.453207705e+002 +1.4761e+000 +9.0951e-001 +2.4385e+000
931 +1.173655171e+000 +1.173655171e+000 -5.453263448e+002 -5.453263448e+002 +1.5487e+000 +1.0597e+000 +2.3447e+000
956 +1.018521732e+000 +1.018521732e+000 -5.454814783e+002 -5.454814783e+002 +1.5495e+000 +1.0418e+000 +2.3560e+000
1002 +9.986390082e-001 +9.986390082e-001 -5.455013610e+002 -5.455013610e+002 +1.5394e+000 +1.0411e+000 +2.3806e+000
1007 +9.425488549e-001 +9.425488549e-001 -5.455574511e+002 -5.455574511e+002 +1.5387e+000 +1.0333e+000 +2.3688e+000
1012 +8.529407882e-001 +8.529407882e-001 -5.456470592e+002 -5.456470592e+002 +1.5340e+000 +1.0104e+000 +2.3853e+000
1048 +8.489253048e-001 +8.489253048e-001 -5.456510747e+002 -5.456510747e+002 +1.5557e+000 +1.0077e+000 +2.3753e+000
1058 +8.295618728e-001 +8.295618728e-001 -5.456704381e+002 -5.456704381e+002 +1.5440e+000 +1.0037e+000 +2.3792e+000
